Ensembl ID	Mouse Gene 2.1 ST probeset ID	Mouse Genome 430 2.0 probeset ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000022148	17309981	1452117_a_at	Fyb	-0,0560290972	5,2426980907	-1,1048718196	0,2744692746	0,5339672498	-6,0110394155
ENSMUSG00000026273	17225693	1424430_at	Mterf4	0,0609784057	6,9653189253	1,104725279	0,2745321752	0,5339672498	-6,0111977165
ENSMUSG00000027709	17404750	1417227_at	Mccc1	-0,0478856103	8,3824790325	-1,1049382573	0,2744407605	0,5339672498	-6,0109676395
ENSMUSG00000027765	17397957	1421456_at	P2ry1	-0,0644625454	4,334866439	-1,1047150086	0,274536584	0,5339672498	-6,0112088104
ENSMUSG00000028029	17410424	1416486_at	Aimp1	-0,0329260026	9,1090849935	-1,104628005	0,2745739344	0,5339672498	-6,011302786
ENSMUSG00000042367	17430216	1416715_at	Gjb3	0,0646911027	4,2312951052	1,1052477715	0,2743079486	0,5339672498	-6,0106332009
ENSMUSG00000097268	17211990	1459544_at	Gm26805	0,0795893682	4,4655597595	1,105685262	0,2741202996	0,5339672498	-6,0101603286
ENSMUSG00000100573	17441580	1454345_at	1700081H04Rik	-0,0494453517	3,8127661662	-1,1051193891	0,2743630317	0,5339672498	-6,0107719324
ENSMUSG00000038806	17220188	1436511_at	Sde2	0,0414930755	8,2046250377	1,1065452107	0,2737517126	0,5335923817	-6,0092303127
ENSMUSG00000074357	17501089	1456662_at	AA386476	-0,054865712	4,6235184428	-1,1067395099	0,2736684814	0,5335528327	-6,009020087
ENSMUSG00000064606	17426917	1440597_at	Gm25899	-0,0921975277	4,1433296299	-1,1072034358	0,2734698233	0,5332881739	-6,0085179916
ENSMUSG00000036534	17512088	1455295_at	Slc38a7	0,0371258621	7,8203911521	1,1074107569	0,2733810789	0,5332377832	-6,0082935484
ENSMUSG00000027530	17404098	1431788_at	Fabp12	0,0725111891	4,3932221422	1,1081929692	0,2730464335	0,53291489	-6,0074463752
ENSMUSG00000034341	17272147	1448121_at	Wbp2	-0,0426131179	10,4558610068	-1,1079445714	0,2731526716	0,53291489	-6,0077154635
ENSMUSG00000071014	17424023	1434056_a_at	Ndufb6	0,0292260297	10,0204255086	1,1080192176	0,2731207429	0,53291489	-6,0076346057
ENSMUSG00000031901	17505013	1452687_at	Dus2	0,0871393911	6,426770341	1,1088867807	0,2727498493	0,5325065319	-6,006694468
ENSMUSG00000042485	17298262	1427201_at	Mustn1	-0,064033712	5,4670586291	-1,1088749405	0,2727549088	0,5325065319	-6,0067073034
ENSMUSG00000041757	17217291	1427149_at	Plekha6	0,0477389679	7,8695322073	1,1095651071	0,272460104	0,5321761065	-6,0059589097
ENSMUSG00000054672	17484529	1438536_at	5830411N06Rik	0,0616583443	5,3357370988	1,1097786876	0,2723689187	0,5321206093	-6,0057272204
ENSMUSG00000022455	17313552	1431578_at	Wbp2nl	0,0995294217	5,7413315293	1,1110264704	0,2718366241	0,5312031033	-6,004372794
ENSMUSG00000037126	17365347	1435780_at	Psd	-0,0397859584	10,1237384055	-1,1113105538	0,2717155388	0,5311193064	-6,0040642285
ENSMUSG00000041949	17505170	1435883_at	Tango6	0,0829047508	5,5895863275	1,1114933034	0,2716376654	0,5311193064	-6,0038656902
ENSMUSG00000042596	17211335	1425443_at	Tfap2d	0,0837711678	4,858502891	1,11147826	0,2716440751	0,5311193064	-6,0038820345
ENSMUSG00000046722	17400281	1428131_a_at	Cdc42se1	0,0350318044	7,5900998878	1,1112740686	0,2717310879	0,5311193064	-6,0041038623
ENSMUSG00000042105	17483740	1442100_at	Inpp5f	0,0751423478	5,9930007573	1,1119928396	0,2714248828	0,5310105542	-6,0033228377
ENSMUSG00000072980	17389920	1430617_at	Oip5	-0,0858578121	4,3463394293	-1,1123107253	0,2712895373	0,5308682844	-6,0029772664
ENSMUSG00000028713	17428477	1416194_at	Cyp4b1	0,0934234203	4,9656373633	1,1124645121	0,271224077	0,5308627339	-6,0028100521
ENSMUSG00000001785	17236129	1454142_a_at	Pwp1	0,0399155525	8,105868733	1,1126822982	0,271131394	0,5308038861	-6,0025732131
ENSMUSG00000020383	17262695	1420802_at	Il13	0,0603918671	4,5181895669	1,1129156827	0,2710320976	0,5307320608	-6,0023193619
ENSMUSG00000025357	17246310	1418578_at	Dgka	-0,0524922399	7,518943062	-1,1130735176	0,2709649593	0,5307231884	-6,002147657
ENSMUSG00000038910	17338521	1426450_at	Plcl2	0,030556657	9,4777595112	1,1131328197	0,2709397369	0,5307231884	-6,0020831377
ENSMUSG00000051169	17469739	1434626_at	Rpusd3	-0,0695146713	6,5787803401	-1,1134587758	0,2708011311	0,5306475239	-6,0017284464
ENSMUSG00000008496	17487855	1427725_a_at	Pou2f2	-0,0639024707	4,981026298	-1,1137402793	0,2706814681	0,5305356774	-6,001422047
ENSMUSG00000004035	17409099	1419072_at	Gstm7	-0,040938251	7,3414836844	-1,1142414188	0,2704685334	0,5303817172	-6,0008764051
ENSMUSG00000016933	17379037	1435149_at	Plcg1	-0,0295905315	8,7463672203	-1,1140723685	0,2705403498	0,5303817172	-6,0010604935
ENSMUSG00000036197	17320693	1434876_at	Gxylt1	-0,0473158867	6,9550430323	-1,1143750523	0,2704117723	0,5303817172	-6,0007308651
ENSMUSG00000041707	17298620	1429604_at	1810011H11Rik	-0,0835625391	3,8564267333	-1,1142179008	0,2704785235	0,5303817172	-6,0009020167
ENSMUSG00000052221	17276570	1456823_at	Ppp1r36	-0,0627415192	4,7830813836	-1,1164112684	0,2695479269	0,5289254112	-5,9985111739
ENSMUSG00000006711	17286020	1443327_at	D130043K22Rik	0,0397175498	8,3581784644	1,1168662503	0,269355172	0,5286753249	-5,9980146688
ENSMUSG00000048485	17430381	1455193_at	Zbtb8b	0,0588714236	5,6916315517	1,1168593054	0,2693581135	0,5286753249	-5,9980222489
ENSMUSG00000036097	17359742	1438233_at	Slf2	-0,0528943497	8,0474848278	-1,1173852108	0,2691354313	0,5284829862	-5,9974481114
ENSMUSG00000059246	17528557	1420705_at	Foxb1	0,0734310307	4,3662702609	1,117758443	0,268977474	0,5282951916	-5,9970404932
ENSMUSG00000074151	17504023	1437176_at	Nlrc5	-0,0679235042	3,9271783955	-1,1180530208	0,2688528506	0,5281727959	-5,9967186844
ENSMUSG00000100733	17289516	1454129_at	4932411K12Rik	0,0946133157	3,9494342928	1,1185447164	0,268644926	0,5278866569	-5,9961813566
ENSMUSG00000054874	17361703	1451328_at	Pcnx3	-0,0387554185	8,5174878251	-1,1188383756	0,2685207998	0,527765087	-5,995860337
ENSMUSG00000038709	17425622	1420333_at	Txndc8	0,0823822131	4,8056511032	1,1191358402	0,2683951066	0,52764038	-5,9955350758
ENSMUSG00000050824	17342292	1445459_at	Sstr5	-0,0826872191	4,9552611622	-1,1192029953	0,268366736	0,52764038	-5,995461634
ENSMUSG00000024905	17355935	1443831_s_at	Tesmin	0,097210529	4,9790569925	1,1195325113	0,2682275585	0,5275556875	-5,9951012098
ENSMUSG00000040413	17262141	1418765_at	Timd2	0,0575792062	4,4930546818	1,1198109688	0,2681099863	0,5274468215	-5,9947965548
ENSMUSG00000004865	17342897	1455107_at	Srpk1	-0,0388867177	8,6276237205	-1,1204754374	0,2678295774	0,5270174855	-5,9940692814
ENSMUSG00000087604	17264097	1432279_at	Cdrt4os1	-0,0866141572	4,1628341353	-1,1205721438	0,2677887841	0,5270174855	-5,9939634002
ENSMUSG00000033039	17312920	1460556_at	Micall1	-0,0442979974	8,2437488744	-1,1211624392	0,2675398776	0,5266919514	-5,9933169138
ENSMUSG00000030739	17490328	1428835_at	Myh14	-0,0503941881	7,7298685781	-1,1214899122	0,2674018646	0,5265425334	-5,9929581286
ENSMUSG00000028785	17430307	1425833_a_at	Hpca	-0,0646774382	10,901057046	-1,1216551693	0,2673322364	0,5265277342	-5,9927770323
ENSMUSG00000019909	17240729	1453496_at	Fam162b	0,0697017212	4,032315946	1,1219037424	0,2672275286	0,5264438206	-5,9925045866
ENSMUSG00000003421	17477679	1431428_a_at	Nosip	0,0390699109	8,2846811453	1,1223398169	0,2670439088	0,5262043735	-5,9920264936
ENSMUSG00000086158	17528775	1452935_at	Ccpg1os	0,0544398305	7,0824515397	1,1224276754	0,2670069247	0,5262043735	-5,9919301481
ENSMUSG00000024448	17344728	1450587_at	H2-M10.1	0,0990388361	5,1351279325	1,1233330864	0,2666260021	0,5258374095	-5,9909368574
ENSMUSG00000029819	17458514	1419127_at	Npy	0,0383744557	10,3907728739	1,1231899562	0,2666861939	0,5258374095	-5,9910939305
ENSMUSG00000030086	17468865	1423779_at	Chchd6	0,0312278042	8,8179395895	1,1230772078	0,2667336158	0,5258374095	-5,9912176489
ENSMUSG00000008307	17434324	1453447_at	1700109H08Rik	-0,0941674196	4,9454632878	-1,1237488635	0,2664512064	0,5256473997	-5,9904804698
ENSMUSG00000072720	17451251	1431813_at	Myo18b	0,0558578955	4,7822989994	1,1238274426	0,2664181803	0,5256473997	-5,9903941975
ENSMUSG00000023902	17334065	1438787_at	Zscan10	0,0801871962	5,2632130347	1,1243925505	0,2661807559	0,525358386	-5,9897735949
ENSMUSG00000006784	17256388	1429130_at	Ttc25	-0,0780148008	4,3077242872	-1,124604402	0,2660917873	0,5253050956	-5,9895408628
ENSMUSG00000022661	17330625	1448788_at	Cd200	-0,0391333723	9,9475789622	-1,1247962709	0,2660112287	0,525268387	-5,9893300468
ENSMUSG00000033985	17417512	1426546_at	Tesk2	-0,0536397766	6,1622683836	-1,1248500902	0,2659886351	0,525268387	-5,9892709067
ENSMUSG00000046215	17257146	1436408_at	Rprml	0,0351408936	8,3679932281	1,1249465709	0,2659481354	0,525268387	-5,9891648809
ENSMUSG00000049488	17423340	1453492_at	Tmem67	-0,0902070238	5,2459704579	-1,125185203	0,2658479837	0,525268387	-5,9889026029
ENSMUSG00000097583	17404997	1442536_at	6430590A07Rik	0,09087546	6,2133135606	1,1253760127	0,2657679219	0,525268387	-5,988692848
ENSMUSG00000103746	17211568	1449562_at	1700001G17Rik	-0,1024076072	5,2973763913	-1,125594598	0,2656762267	0,525218604	-5,9884525182
ENSMUSG00000029499	17450989	1417841_at	Pxmp2	0,0422790309	6,9635302761	1,1265301293	0,2652840306	0,5245656	-5,9874234206
ENSMUSG00000052928	17355463	1436047_at	Ctif	0,0405743044	8,8462944394	1,1268208272	0,2651622471	0,5244471229	-5,9871034835
ENSMUSG00000005357	17234833	1418933_at	Slc1a6	-0,0485644443	6,7952418561	-1,1279635902	0,2646838883	0,5236231787	-5,985845018
ENSMUSG00000020063	17241582	1418640_at	Sirt1	0,0554636517	7,2101961321	1,1285820724	0,2644252483	0,5236216663	-5,9851634105
ENSMUSG00000030424	17476881	1444092_at	Zfp939	-0,0484278562	7,2236105188	-1,1282211189	0,2645761718	0,5236216663	-5,9855612478
ENSMUSG00000031487	17508516	1429561_at	Brf2	-0,0369100763	7,2928671292	-1,128487458	0,2644648029	0,5236216663	-5,9852677046
ENSMUSG00000051223	17213139	1450846_at	Bzw1	-0,1438702079	9,2951971229	-1,1281130881	0,264621354	0,5236216663	-5,9856802942
ENSMUSG00000055197	17224379	1425886_at	Fev	0,0764023491	4,5145387588	1,1281743261	0,2645957415	0,5236216663	-5,9856128133
ENSMUSG00000022108	17308603	1417999_at	Itm2b	-0,0218540149	12,4135299455	-1,1291044437	0,2642069402	0,523506181	-5,9845874469
ENSMUSG00000051728	17332219	1456445_at	4930563D23Rik	-0,0767124528	4,5595890535	-1,1289913068	0,2642542112	0,523506181	-5,9847122124
ENSMUSG00000057092	17489431	1418374_at	Fxyd3	0,0847452803	5,0873488049	1,1289915574	0,2642541065	0,523506181	-5,9847119361
ENSMUSG00000001555	17256365	1449632_s_at	Fkbp10	-0,0661219055	6,1956862573	-1,1295255344	0,2640310523	0,5234310641	-5,9841229705
ENSMUSG00000045174	17211748	1436407_at	Amer3	-0,0449219413	7,9672324426	-1,1297163982	0,2639513566	0,5233954737	-5,9839123875
ENSMUSG00000007603	17338882	1459805_x_at	Dus3l	-0,0376077469	8,4988926605	-1,1304036226	0,2636645459	0,5233609177	-5,9831538824
ENSMUSG00000022324	17310922	1455978_a_at	Matn2	-0,0481371906	7,7656489481	-1,1299060335	0,2638721909	0,5233609177	-5,9837031265
ENSMUSG00000029670	17456318	1450760_a_at	Ing3	0,0610861979	6,6453876099	1,129945388	0,2638557639	0,5233609177	-5,9836596949
ENSMUSG00000036291	17299454	1424738_at	Ap5m1	0,0617883997	7,4193184645	1,129982362	0,2638403313	0,5233609177	-5,9836188892
ENSMUSG00000036560	17476578	1434121_at	Lgi4	-0,0428299713	7,4798169348	-1,1299519017	0,2638530451	0,5233609177	-5,9836525063
ENSMUSG00000085664	17280682	1431678_at	Atxn7l1os2	-0,0565527385	4,9977956329	-1,1309358895	0,2634425584	0,5231207701	-5,9825661062
ENSMUSG00000055024	17313284	1434765_at	Ep300	0,0428322545	8,745244822	1,1311286128	0,2633622139	0,5230837599	-5,9823532194
ENSMUSG00000099170	17528958	1430396_at	5730403I07Rik	-0,0863853589	3,8352926268	-1,1327720812	0,262677775	0,5218466133	-5,9805364049
ENSMUSG00000025395	17238210	1449061_a_at	Prim1	-0,0468736795	6,7211101397	-1,1330529841	0,2625609169	0,5218231531	-5,9802256229
ENSMUSG00000037366	17419754	1448489_at	Pafah2	0,0451579286	6,3654581282	1,1330998907	0,2625414069	0,5218231531	-5,9801737198
ENSMUSG00000086800	17392880	1430925_at	4930556L07Rik	0,0779283218	5,4643675885	1,1329484289	0,2626044085	0,5218231531	-5,980341308
ENSMUSG00000029465	17442096	1448279_at	Arpc3	0,0362323184	10,3565015277	1,1338903253	0,2622127949	0,5214116496	-5,9792987814
ENSMUSG00000018470	17251617	1421790_a_at	Kcnab3	0,0633928397	7,195828323	1,1347235271	0,2618667199	0,5209119996	-5,9783758766
ENSMUSG00000097760	17226888	1454391_at	6030442K20Rik	-0,072120831	4,968362621	-1,1346431862	0,2619000758	0,5209119996	-5,9784648951
ENSMUSG00000021279	17284065	1434652_at	Cdc42bpb	-0,0466900571	9,1647678361	-1,1361169858	0,2612886659	0,5201249649	-5,9768309595
ENSMUSG00000026934	17382851	1421753_a_at	Lhx3	-0,1002254341	5,2231114502	-1,1364191259	0,2611634479	0,5201249649	-5,9764957416
ENSMUSG00000031372	17542344	1449367_at	Trex2	0,0697254562	4,6571114962	1,1361482632	0,2612757014	0,5201249649	-5,9767962618
ENSMUSG00000032207	17528629	1419560_at	Lipc	-0,0778136848	4,4480087793	-1,1365477624	0,2611101491	0,5201249649	-5,9763529965
ENSMUSG00000037984	17467068	1418047_at	Neurod6	0,0542596853	9,379094138	1,1359962663	0,2613387085	0,5201249649	-5,9769648715
ENSMUSG00000039337	17273479	1460274_at	Tex19.2	-0,0970760399	4,5313583672	-1,1358926607	0,2613816622	0,5201249649	-5,9770797886
ENSMUSG00000086061	17421068	1457784_at	Gm13075	0,076354365	4,9065717865	1,1363799623	0,2611796763	0,5201249649	-5,9765391975
ENSMUSG00000047959	17401526	1423018_at	Kcna3	-0,0612751832	6,7583196456	-1,1370287987	0,2609109071	0,5200427368	-5,9758190654
ENSMUSG00000040618	17300504	1452620_at	Pck2	0,0844966272	5,573510598	1,1381364168	0,2604525509	0,5192512404	-5,9745888381
ENSMUSG00000085558	17411716	1454040_at	4930412C18Rik	-0,0700615149	4,2343917181	-1,1387811597	0,2601860068	0,5188418677	-5,9738722012
ENSMUSG00000041040	17213338	1434010_at	Fam117b	-0,0344394243	9,0103713699	-1,1393370159	0,2599563656	0,5185059086	-5,9732540535
ENSMUSG00000050105	17431266	1429843_at	Grrp1	0,0567363851	5,6462625771	1,1396044935	0,259845914	0,5184075813	-5,9729564992
ENSMUSG00000000028	17328978	1416575_at	Cdc45	0,0899908043	5,0315401819	1,1401726826	0,2596113982	0,5183190352	-5,9723241999
ENSMUSG00000020299	17248226	1421576_at	4930524B15Rik	0,0970090811	4,0991518709	1,1398601206	0,2597403871	0,5183190352	-5,9726720661
ENSMUSG00000021260	17278529	1430062_at	Hhipl1	-0,0607829232	5,6928547218	-1,1409312035	0,2592985597	0,5183190352	-5,9714796271
ENSMUSG00000022947	17327264	1427912_at	Cbr3	0,0536962191	7,1088901663	1,1407745435	0,2593631493	0,5183190352	-5,9716541034
ENSMUSG00000024091	17346735	1416466_at	Vapa	-0,0278569104	10,9394382327	-1,1403762715	0,2595274051	0,5183190352	-5,9720975668
ENSMUSG00000024376	17353378	1449167_at	Epb41l4a	-0,0882435946	5,8774402156	-1,1401433058	0,2596235195	0,5183190352	-5,9723568987
ENSMUSG00000027439	17377360	1428348_at	Gzf1	0,0381727158	8,1453846505	1,1402634468	0,2595739499	0,5183190352	-5,9722231669
ENSMUSG00000069080	17368193	1444322_at	Lcn11	-0,0791243809	4,1675681105	-1,1399815084	0,2596902871	0,5183190352	-5,9725369782
ENSMUSG00000073067	17466966	1431276_at	9130019P16Rik	-0,0599791227	5,1236249417	-1,1401078849	0,2596381353	0,5183190352	-5,972396324
ENSMUSG00000033021	17214543	1417578_a_at	Gmppa	-0,1143028716	5,717621044	-1,1413175982	0,2591393015	0,5182174708	-5,9710491924
ENSMUSG00000031312	17536759	1423238_at	Itgb1bp2	-0,0650841065	4,7025188145	-1,1422651453	0,2587490516	0,5175591577	-5,9699930614
ENSMUSG00000085918	17420866	1441031_at	Gm13032	0,0772198528	4,6570686779	1,1423963227	0,2586950589	0,5175591577	-5,9698467862
ENSMUSG00000054191	17503254	1418600_at	Klf1	0,076458187	5,1287033278	1,1426927243	0,2585730895	0,5174513879	-5,9695162119
ENSMUSG00000057835	17346062	1425010_at	Zfp119a	0,0660795039	4,9876293956	1,1430234204	0,2584370562	0,5173012812	-5,9691472932
ENSMUSG00000026111	17211973	1435811_a_at	Unc50	-0,0371320558	7,1225294919	-1,1446979787	0,2577490042	0,5160458924	-5,967277631
ENSMUSG00000070708	17394008	1418994_at	Gtsf1l	0,0971055462	4,2577279924	1,1447574898	0,2577245761	0,5160458924	-5,9672111385
ENSMUSG00000007379	17401144	1456891_at	Dennd2c	-0,0911121621	4,0922180995	-1,1456109926	0,2573744116	0,5157325239	-5,966257148
ENSMUSG00000070923	17427108	1433442_at	Klhl9	0,0447454289	9,8294434837	1,1454758991	0,2574298134	0,5157325239	-5,9664081916
ENSMUSG00000090263	17351700	1432168_at	D730045A05Rik	0,0619869806	4,1873352269	1,1453759496	0,2574708082	0,5157325239	-5,9665199312
ENSMUSG00000023971	17345519	1424728_at	Rrp36	0,0729659188	7,271041225	1,14588082	0,257263781	0,5156833937	-5,965955412
ENSMUSG00000044186	17301605	1452018_at	Nkx2-6	0,0576155368	6,2344275708	1,1464421776	0,2570337304	0,5153441185	-5,9653274548
ENSMUSG00000029601	17441692	1453305_at	Iqcd	-0,0925141716	4,8693479553	-1,1467061869	0,2569255873	0,5153085885	-5,9650320225
ENSMUSG00000048755	17319864	1452216_at	Mcat	-0,0442182583	7,1575719244	-1,1466338359	0,2569552204	0,5153085885	-5,9651129914
ENSMUSG00000023906	17334097	1417845_at	Cldn6	-0,0692330867	4,2935509285	-1,1469456264	0,2568275366	0,515296338	-5,9647640287
ENSMUSG00000027661	17379683	1419434_at	Slc2a10	-0,1080497209	3,7767975747	-1,147754151	0,2564966427	0,514754271	-5,9638586915
ENSMUSG00000039886	17453617	1435031_at	Tmem120a	0,0843684634	6,6419040061	1,1481831641	0,2563211902	0,514523971	-5,9633780628
ENSMUSG00000032375	17528377	1456500_at	Aph1b	0,0470336811	8,283503309	1,1483376185	0,2562580444	0,5145190531	-5,9632049839
ENSMUSG00000036672	17512529	1426846_at	Cenpt	0,0664132507	7,2449397951	1,1484430174	0,2562149604	0,5145190531	-5,9630868631
ENSMUSG00000032289	17527848	1455262_at	Thsd4	0,0663340373	6,3963217904	1,1488510207	0,2560482293	0,5143414313	-5,9626295158
ENSMUSG00000041164	17247117	1460739_at	Zmiz2	-0,039508943	9,6205463819	-1,1490069955	0,2559845106	0,5143353155	-5,9624546367
ENSMUSG00000005237	17264676	1438763_at	Dnah2	-0,1009923564	4,2938978696	-1,150447634	0,2553965178	0,5132980728	-5,9608383278
ENSMUSG00000025221	17365270	1425870_a_at	Kcnip2	0,0393527179	9,4214901874	1,1513291815	0,2550371937	0,5132980728	-5,9598483383
ENSMUSG00000026686	17219127	1421554_at	Lmx1a	0,1044343281	4,2322168645	1,150420157	0,2554077234	0,5132980728	-5,9608691733
ENSMUSG00000039084	17255227	1420569_at	Chad	0,0739688571	4,4709173346	1,1510082865	0,2551679505	0,5132980728	-5,9602087908
ENSMUSG00000041583	17486764	1440257_at	Obox6	-0,1330912421	4,4750023811	-1,1508997817	0,2552121744	0,5132980728	-5,9603306497
ENSMUSG00000044876	17473539	1430851_at	Zfp444	-0,1150119268	6,8101050437	-1,1514839882	0,254974131	0,5132980728	-5,9596744142
ENSMUSG00000051599	17349868	1421548_at	Pcdhb2	-0,0672466373	4,7106939304	-1,1511366964	0,2551156209	0,5132980728	-5,960064563
ENSMUSG00000057816	17439523	1453432_at	1700007G11Rik	0,1078219909	4,0600291716	1,1510813825	0,2551381615	0,5132980728	-5,9601266925
ENSMUSG00000070583	17421534	1422279_at	Fv1	-0,0940967696	5,4512737668	-1,1506064712	0,255331748	0,5132980728	-5,9606600046
ENSMUSG00000080980	17266749	1442779_at	1700071K01Rik	0,0613406945	5,7543858121	1,1510983241	0,2551312576	0,5132980728	-5,9601076637
ENSMUSG00000096910	17336077	1429560_at	Zfp955b	-0,0673962545	7,5915412936	-1,1518955949	0,2548065114	0,5132980728	-5,9592118694
ENSMUSG00000097768	17332287	1453442_at	2310043M15Rik	-0,054202561	4,9337549665	-1,1508174169	0,2552457479	0,5132980728	-5,9604231442
ENSMUSG00000111422	17233032	1430507_at		0,0792545079	4,7333811092	1,1515263652	0,2549568701	0,5132980728	-5,9596268
ENSMUSG00000050359	17407412	1449133_at	Sprr1a	0,0714716817	4,7170609754	1,1529744024	0,2543675606	0,5129023341	-5,9579988114
ENSMUSG00000071748	17535241	1421664_a_at	Gm14698	-0,0507411179	6,6610410986	-1,1528350172	0,2544242438	0,5129023341	-5,9581556027
ENSMUSG00000002983	17487325	1417856_at	Relb	0,0724523686	5,4273258938	1,153950878	0,2539707146	0,5128652823	-5,9568998921
ENSMUSG00000017830	17269595	1451426_at	Dhx58	-0,0902467152	4,7979088441	-1,1536230198	0,2541039087	0,5128652823	-5,9572689598
ENSMUSG00000022129	17309385	1418028_at	Dct	0,0538506704	4,9570466581	1,1541879675	0,2538744269	0,5128652823	-5,9566329401
ENSMUSG00000022948	17332269	1425239_at	Setd4	-0,0700064023	6,2843398648	-1,1544956178	0,2537495217	0,5128652823	-5,9562864624
ENSMUSG00000023737	17504472	1421639_at	1700082M22Rik	-0,0822835462	3,8978290633	-1,1533200851	0,2542270221	0,5128652823	-5,9576098831
ENSMUSG00000027569	17380790	1428366_at	Mrgbp	0,0516033487	7,2692417144	1,1547526688	0,2536451936	0,5128652823	-5,9559969029
ENSMUSG00000029660	17444998	1429263_at	Tex26	-0,0697736405	4,7604774149	-1,1547098177	0,2536625832	0,5128652823	-5,9560451774
ENSMUSG00000040859	17418999	1452372_at	Bsdc1	-0,0367255321	7,6145336861	-1,1538381197	0,2540165176	0,5128652823	-5,9570268346
ENSMUSG00000041491	17363220	1436352_at	Cep78	0,0431105063	6,7248481385	1,1539218403	0,2539825093	0,5128652823	-5,9569325836
ENSMUSG00000051515	17480233	1417862_at	Fam181b	0,0398678313	7,2972955524	1,1540121272	0,2539458373	0,5128652823	-5,9568309333
ENSMUSG00000085749	17417669	1441798_at	Gm12843	-0,0851446286	5,014987321	-1,1531777978	0,2542848627	0,5128652823	-5,9577699842
ENSMUSG00000097912	17492506	1433226_at	6330403N20Rik	-0,0645040645	4,4298340142	-1,1544362155	0,2537736355	0,5128652823	-5,9563533684
ENSMUSG00000100783	17444958	1458587_at	2310047D07Rik	0,0809588251	5,8991231493	1,1532253283	0,2542655402	0,5128652823	-5,9577165051
ENSMUSG00000107385	17437963	1441180_at	C330024D21Rik	-0,0806418323	4,0053873446	-1,1533784306	0,254203307	0,5128652823	-5,9575442275
ENSMUSG00000074922	17363624	1430769_s_at	Fam122a	0,0765311028	5,1272258694	1,1554807147	0,2533498718	0,5126872435	-5,9551764515
ENSMUSG00000057818	17517883	1454055_at	1600029O15Rik	0,08132307	4,1924822856	1,1558680629	0,2531928498	0,512491831	-5,9547397404
ENSMUSG00000024206	17346349	1417332_at	Rfx2	-0,0533116361	5,2698733014	-1,1564512825	0,252956558	0,5124563641	-5,9540819349
ENSMUSG00000026443	17217241	1433469_at	Lrrn2	0,0563640477	8,6364137417	1,1560604782	0,2531148751	0,5124563641	-5,9545227526
ENSMUSG00000028589	17432554	1453333_at	1700012P22Rik	0,0581369998	4,5228693898	1,156991313	0,2527379053	0,5124563641	-5,9534725615
ENSMUSG00000028635	17417976	1449161_at	Edn2	0,0766645597	4,4110395153	1,1575456988	0,2525135815	0,5124563641	-5,9528467093
ENSMUSG00000033114	17293650	1453300_at	Slc35d2	-0,0800103518	4,6678087273	-1,157015664	0,252728049	0,5124563641	-5,9534450774
ENSMUSG00000037349	17362216	1460358_s_at	Nudt22	0,0527821543	6,5532991898	1,1562158258	0,2530519344	0,5124563641	-5,9543475412
ENSMUSG00000042010	17440826	1427052_at	Acacb	-0,0673509974	5,4138949979	-1,1565221359	0,2529278624	0,5124563641	-5,9540019989
ENSMUSG00000048486	17394036	1454935_at	Fitm2	0,0402573284	7,7192010711	1,156999611	0,2527345466	0,5124563641	-5,953463196
ENSMUSG00000061082	17541736	1417553_at	Plac1	0,0670551387	4,4614822117	1,1560794196	0,2531072003	0,5124563641	-5,9545013904
ENSMUSG00000063870	17463056	1436343_at	Chd4	-0,0575307819	7,1270633278	-1,1565684979	0,2529090871	0,5124563641	-5,9539496913
ENSMUSG00000113361	17278916	1444000_at		0,0696536533	5,9687139533	1,1563134473	0,2530123877	0,5124563641	-5,9542374258
ENSMUSG00000030789	17483615	1419128_at	Itgax	0,0812233217	4,5750305198	1,1577938509	0,2524132168	0,5123819058	-5,9525664756
ENSMUSG00000040557	17443133	1418359_at	Mettl27	-0,0764817568	6,1382997121	-1,1584315692	0,2521554241	0,5119812048	-5,9518460508
ENSMUSG00000022322	17507288	1416299_at	Shcbp1	0,0937582252	4,3494330444	1,1586878335	0,2520518845	0,5118935853	-5,9515564455
ENSMUSG00000042320	17282641	1430243_at	Prox2	-0,0822897104	4,6555527375	-1,159075025	0,2518955038	0,5116985827	-5,9511187637
ENSMUSG00000045246	17513472	1428536_at	Kcng4	0,0708663329	6,0508266842	1,1617209882	0,2508287047	0,5096536266	-5,9481240569
ENSMUSG00000112980	17284696	1437655_at		0,0958633312	4,9978148615	1,1630275032	0,2503031437	0,5087076839	-5,946642956
ENSMUSG00000048540	17401036	1436888_at	Nhlh2	-0,0674951931	4,3305891102	-1,1632016736	0,2502331415	0,5086873718	-5,9464453926
ENSMUSG00000024266	17506126	1431898_at	Adad2	-0,0576740717	4,4824593145	-1,1634903946	0,2501171304	0,5086033938	-5,9461178316
ENSMUSG00000037411	17453819	1419149_at	Serpine1	0,0752820837	4,0801603227	1,1634537982	0,250131833	0,5086033938	-5,9461593553
ENSMUSG00000037924	17219629	1422382_at	Olfr16	-0,075082879	4,4956963248	-1,1637182275	0,250025612	0,5086033938	-5,9458592952
ENSMUSG00000020514	17249965	1435995_at	Mrpl22	0,0446038922	8,3008316656	1,1642115294	0,2498275399	0,5084414713	-5,9452993504
ENSMUSG00000025496	17484832	1422829_at	Drd4	-0,0490061557	4,6903044472	-1,1641001223	0,2498722625	0,5084414713	-5,9454258277
