Ensembl ID	Mouse Gene 2.1 ST probeset ID	Mouse Genome 430 2.0 probeset ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSMUSG00000045942	17262471	1436433_at	BC049762	-0,0232034587	4,5101546021	-0,2625040776	0,7940043937	0,9112193517	-6,5806606934
ENSMUSG00000087626	17458602	1441070_at	Gm15050	0,0207187552	4,952891464	0,2624421959	0,7940518286	0,9112193517	-6,5806769443
ENSMUSG00000038523	17378232	1452863_at	1700003F12Rik	0,0210156911	5,6457840858	0,2629671795	0,7936494312	0,9110042287	-6,5805389559
ENSMUSG00000027668	17396710	1449697_s_at	Mfn1	0,0106415678	8,5148369323	0,26354547	0,7932062398	0,9106911189	-6,5803866379
ENSMUSG00000079017	17283549	1426278_at	Ifi27l2a	-0,0201039115	4,8780062392	-0,2634632791	0,7932692252	0,9106911189	-6,5804083068
ENSMUSG00000030157	17463501	1419477_at	Clec2d	-0,0289852711	4,5391129348	-0,2643386171	0,792598498	0,9101676331	-6,5801771854
ENSMUSG00000078698	17491335	1426121_at	Mrgpra3	-0,0188125572	4,2679711266	-0,264578723	0,7924145446	0,9100796768	-6,580113655
ENSMUSG00000019933	17234131	1430036_at	Mrln	0,0152748433	4,9732531277	0,2651534653	0,7919742631	0,9098087417	-6,5799613485
ENSMUSG00000025779	17211286	1449874_at	Ly96	-0,0178751555	4,9733100042	-0,2653976384	0,7917872348	0,9098087417	-6,579896543
ENSMUSG00000028841	17431234	1455399_at	Cnksr1	-0,0183084491	4,2352165023	-0,2651797303	0,7919541444	0,9098087417	-6,5799543804
ENSMUSG00000054199	17399194	1431314_a_at	Gon4l	0,0098788774	8,284871108	0,2650267699	0,7920713122	0,9098087417	-6,579994951
ENSMUSG00000071451	17286499	1435431_at	Psmg4	0,0091576509	7,1029351976	0,2650938295	0,7920199439	0,9098087417	-6,5799771673
ENSMUSG00000074030	17514131	1436048_at	Exoc8	0,0138502653	8,145649898	0,265659659	0,7915865498	0,9098087417	-6,5798269344
ENSMUSG00000034471	17272019	1450691_at	Caskin2	-0,0101949112	6,9685045235	-0,2661113052	0,7912406614	0,9096721083	-6,579706789
ENSMUSG00000074139	17520339	1457453_at	1700057G04Rik	-0,0186646776	3,8704325429	-0,2660227244	0,7913084967	0,9096721083	-6,579730369
ENSMUSG00000038372	17291653	1434158_at	Gmds	-0,0101213559	7,0353086676	-0,2666333467	0,7908409142	0,9093812303	-6,5795676637
ENSMUSG00000071104	17500932	1458388_at	Ccdc110	-0,0241517706	4,0375532659	-0,2671765963	0,7904249874	0,9090262676	-6,5794225977
ENSMUSG00000069565	17235278	1419275_at	Dazap1	-0,0077189479	8,4051399332	-0,2674804543	0,7901923722	0,9088820542	-6,579341329
ENSMUSG00000051251	17229813	1419533_at	Nhlh1	0,0195184786	4,3824712829	0,2677068796	0,7900190472	0,9088060067	-6,5792807102
ENSMUSG00000021803	17305143	1418304_at	Cdhr1	-0,028468474	6,3935226855	-0,2680422298	0,7897623617	0,9087193371	-6,579190836
ENSMUSG00000042380	17418749	1449189_at	Smim12	0,0085170376	8,8086005398	0,2681726618	0,7896625321	0,9087193371	-6,5791558499
ENSMUSG00000045316	17342038	1419547_at	Fahd1	0,0111787739	7,0345658532	0,2679453577	0,7898365077	0,9087193371	-6,5792168094
ENSMUSG00000048484	17507284	1435919_at	Gm7461	0,0200771154	4,1262228104	0,2684641885	0,7894394172	0,9086489504	-6,5790775913
ENSMUSG00000051355	17261016	1424121_at	Commd1	-0,0147657096	6,7728704958	-0,2684454477	0,7894537596	0,9086489504	-6,5790826247
ENSMUSG00000026241	17225191	1422790_at	Nppc	-0,0230201185	6,1400856412	-0,2690707751	0,7889752337	0,9085049927	-6,5789144852
ENSMUSG00000032422	17529496	1456039_at	Snx14	-0,0096809478	8,5722238667	-0,2688889828	0,7891143401	0,9085049927	-6,5789634062
ENSMUSG00000034274	17246878	1452672_at	Thoc5	-0,0100618774	7,9220945328	-0,2691606806	0,7889064411	0,9085049927	-6,5788902791
ENSMUSG00000070699	17475898	1448522_at	Sars2	-0,0171952634	6,3522900765	-0,2689125036	0,7890963417	0,9085049927	-6,5789570785
ENSMUSG00000037221	17454069	1453961_a_at	Mospd3	0,0120354067	6,7599797133	0,2696581564	0,7885258204	0,9083538583	-6,5787561934
ENSMUSG00000044469	17338734	1449125_at	Tnfaip8l1	-0,0093892585	6,9342111629	-0,2698326077	0,7883923593	0,9083538583	-6,5787091147
ENSMUSG00000045538	17512630	1428702_at	Ddx28	-0,0145826729	6,6944090302	-0,2696207393	0,7885544465	0,9083538583	-6,5787662871
ENSMUSG00000038518	17286927	1450710_at	Jarid2	-0,0249690009	7,2298110516	-0,270207238	0,7881057762	0,9082072682	-6,5786079117
ENSMUSG00000035493	17287827	1448123_s_at	Tgfbi	-0,0179968512	5,1101468965	-0,270595562	0,7878087489	0,9081523083	-6,5785028617
ENSMUSG00000037190	17530909	1418482_at	Cyb561d2	0,0103700458	7,0575823052	0,2706878991	0,7877381254	0,9081523083	-6,5784778604
ENSMUSG00000071113	17500517	1439752_at	Mboat4	0,016096625	4,600554495	0,2704722815	0,7879030422	0,9081523083	-6,578536228
ENSMUSG00000086396	17370892	1433039_at	4930555B11Rik	0,0137085938	3,9511738749	0,270409644	0,7879509528	0,9081523083	-6,5785531753
ENSMUSG00000090291	17362671	1457132_at	Lrrc10b	-0,0246620488	7,7958582535	-0,2706197469	0,7877902511	0,9081523083	-6,5784963142
ENSMUSG00000000881	17536624	1416918_at	Dlg3	-0,0078122185	9,8823764468	-0,2720269351	0,786714173	0,9078229498	-6,5781143453
ENSMUSG00000016942	17318988	1428676_at	Tmprss6	0,0157822436	6,3829826095	0,2717635082	0,786915584	0,9078229498	-6,5781860005
ENSMUSG00000025888	17514424	1449265_at	Casp1	0,0231741796	4,7895107374	0,2714834522	0,7871297253	0,9078229498	-6,5782621031
ENSMUSG00000030752	17482932	1451384_at	Kdm8	-0,0144014928	5,7925938264	-0,2720146693	0,7867235509	0,9078229498	-6,5781176833
ENSMUSG00000031065	17533640	1460169_a_at	Cdk16	0,0176331195	6,3734797377	0,2715610343	0,7870704015	0,9078229498	-6,5782410287
ENSMUSG00000032030	17527139	1456102_a_at	Cul5	-0,0102359023	8,3349510347	-0,2717740294	0,7869075394	0,9078229498	-6,57818314
ENSMUSG00000058550	17326011	1429597_at	Dppa4	-0,0151299649	3,909335318	-0,2720231636	0,7867170565	0,9078229498	-6,5781153717
ENSMUSG00000036596	17447331	1426251_at	Cpz	0,0158118757	4,3666393455	0,2725549345	0,7863105195	0,9077426493	-6,577970515
ENSMUSG00000029130	17435643	1432156_a_at	Rnf32	0,0169257363	4,6846292807	0,2727159717	0,7861874189	0,9077241556	-6,5779265921
ENSMUSG00000037363	17508380	1435499_at	Letm2	0,0130943848	6,9035958134	0,2727907229	0,7861302793	0,9077241556	-6,5779061949
ENSMUSG00000036299	17351837	1415752_at	BC031181	-0,0071988679	10,6918313599	-0,273298502	0,7857421653	0,9075391343	-6,577767491
ENSMUSG00000042874	17291692	1429638_at	D930007J09Rik	0,0186751186	4,4953037548	0,2732057532	0,7858130525	0,9075391343	-6,5777928452
ENSMUSG00000002111	17373177	1418747_at	Spi1	0,0126894639	6,1042604112	0,2736237336	0,7854936079	0,907417459	-6,5776785162
ENSMUSG00000009487	17478116	1420797_at	Otog	0,0198049758	4,9732630545	0,2740307842	0,7851825521	0,9071817493	-6,5775670093
ENSMUSG00000040253	17403224	1425156_at	Gbp7	0,027578942	5,5823607988	0,2742695357	0,785000122	0,9070946066	-6,5775015292
ENSMUSG00000086429	17469684	1452239_at	Gt(ROSA)26Sor	-0,015192786	7,2274866448	-0,2745971125	0,7847498401	0,9069290244	-6,5774115952
ENSMUSG00000032754	17441671	1417811_at	Slc8b1	0,0096081176	6,4645632958	0,2748792414	0,7845343006	0,9068035542	-6,5773340529
ENSMUSG00000056329	17367381	1432209_at	1810010K12Rik	0,0204236803	3,8745303264	0,2751264929	0,7843454206	0,9067088682	-6,5772660313
ENSMUSG00000033365	17428967	1433464_at	Ipo13	-0,0116194162	8,6955768651	-0,2754838456	0,7840724553	0,9065169399	-6,5771676118
ENSMUSG00000009114	17234508	1453919_at	2610028H24Rik	-0,0239142359	4,6903579594	-0,2762385677	0,7834960478	0,9063388297	-6,5769593332
ENSMUSG00000022512	17329479	1450014_at	Cldn1	-0,0242819505	4,7300492493	-0,2760973769	0,7836038709	0,9063388297	-6,5769983405
ENSMUSG00000047749	17465997	1456756_at	Zc3hav1l	-0,0120749415	6,373632255	-0,2758255283	0,7838114852	0,9063388297	-6,5770733889
ENSMUSG00000074781	17236739	1422559_at	Ube2n	0,0082780822	9,5531001201	0,2758774715	0,7837718143	0,9063388297	-6,5770590548
ENSMUSG00000023284	17440377	1425320_at	Zfp605	-0,0186408626	5,6026216116	-0,2764083274	0,7833664133	0,906318696	-6,5769124069
ENSMUSG00000000216	17482681	1419079_at	Scnn1g	0,0128118805	4,6309954458	0,2770774022	0,7828555444	0,9059645957	-6,5767271759
ENSMUSG00000034538	17473660	1424974_at	Zfp418	0,0168374497	5,5909356194	0,2772968848	0,7826879805	0,9059645957	-6,5766663156
ENSMUSG00000054013	17284194	1436754_at	Tmem179	-0,0109879397	9,1462513785	-0,2769491315	0,7829534774	0,9059645957	-6,5767627217
ENSMUSG00000074652	17378395	1444305_at	Myh7b	-0,0117799192	5,9577998379	-0,2771855915	0,782772946	0,9059645957	-6,5766971821
ENSMUSG00000044172	17334538	1430194_at	Ptx4	0,0176982906	4,2958491755	0,2778402984	0,7822731563	0,9056718856	-6,576515426
ENSMUSG00000021731	17296476	1427158_at	Mrps30	-0,0103499185	8,0077885804	-0,2780585898	0,7821065377	0,9056026663	-6,5764547302
ENSMUSG00000031955	17513158	1450622_at	Bcar1	0,0094126448	7,7696738058	0,2790858197	0,7813226067	0,9048185434	-6,5761684712
ENSMUSG00000045092	17409621	1423571_at	S1pr1	-0,0125330997	9,3521294905	-0,2791183197	0,7812978081	0,9048185434	-6,5761593972
ENSMUSG00000014725	17308099	1460427_a_at	Adam28	-0,0236061456	3,8555742439	-0,2793906235	0,7810900396	0,9047964287	-6,5760833288
ENSMUSG00000029491	17440232	1419740_at	Pde6b	-0,0137773255	4,1435511209	-0,2802579106	0,7804284046	0,9042140458	-6,5758405584
ENSMUSG00000033159	17224462	1427879_at	Cnppd1	-0,0088751349	7,9500682183	-0,2801894643	0,7804806149	0,9042140458	-6,5758597451
ENSMUSG00000040128	17423792	1433668_at	Pnrc1	0,0103654043	8,815018782	0,2803929656	0,7803253888	0,9042140458	-6,5758026864
ENSMUSG00000017221	17256113	1448479_at	Psmd3	0,0123329253	8,9879939641	0,2810123677	0,7798529784	0,9038574922	-6,5756287613
ENSMUSG00000030559	17480030	1417700_at	Rab38	0,0154799551	5,5465244812	0,2817203614	0,779313103	0,9038398165	-6,5754294914
ENSMUSG00000054484	17375161	1455350_at	Tmem62	0,0099391957	8,4729492471	0,2812338764	0,7796840568	0,9038398165	-6,5755664698
ENSMUSG00000068101	17319596	1418184_at	Cenpm	-0,0107500621	5,9465083964	-0,2811721801	0,7797311051	0,9038398165	-6,5755838246
ENSMUSG00000071489	17305585	1422171_at	Ptgdr	-0,0230118765	5,3871019307	-0,2815750155	0,7794239265	0,9038398165	-6,5754704408
ENSMUSG00000107875	17466574	1443450_at	Gm44696	-0,0197552548	4,7789893256	-0,2813607782	0,7795872868	0,9038398165	-6,5755307611
ENSMUSG00000033032	17354810	1454727_at	Afap1l1	-0,0082163381	7,4927977843	-0,2821045633	0,7790201784	0,9036335594	-6,5753211459
ENSMUSG00000029649	17444876	1416979_at	Pomp	-0,009578589	10,3768350585	-0,2823074254	0,7788655247	0,9035778093	-6,5752638791
ENSMUSG00000040877	17278637	1456645_at	Wdr25	0,0165468117	6,1264079216	0,283147568	0,7782251304	0,9029584493	-6,5750262748
ENSMUSG00000035885	17362274	1448222_x_at	Cox8a	0,0102680694	11,667769562	0,2840984026	0,7775005488	0,9022412255	-6,5747565163
ENSMUSG00000074274	17475175	1457086_at	D930028M14Rik	0,0271557724	5,1718448087	0,2841944809	0,7774273436	0,9022412255	-6,5747292081
ENSMUSG00000086405	17369261	1453938_at	9330198N18Rik	0,0188982389	5,0628231435	0,2843673009	0,7772956716	0,9022412255	-6,5746800644
ENSMUSG00000092225	17490097	1443052_at	Gm2381	-0,0256738288	4,2659871931	-0,2843540218	0,7773057887	0,9022412255	-6,5746838416
ENSMUSG00000052234	17267520	1449136_at	Epx	-0,0206540085	3,9409730603	-0,2846626448	0,7770706634	0,9022364078	-6,5745960106
ENSMUSG00000026124	17211739	1421524_at	Cfc1	0,0221372247	5,2691280324	0,2853503418	0,7765468151	0,901751692	-6,5743999575
ENSMUSG00000071454	17273620	1437651_a_at	Dtnb	0,0181226455	7,0165393823	0,2855522384	0,7763930417	0,9016966454	-6,57434231
ENSMUSG00000034634	17318020	1416930_at	Ly6d	0,0220398574	5,4458814	0,2858719204	0,7761495762	0,9016428019	-6,5742509481
ENSMUSG00000036779	17503596	1433738_at	Papd5	-0,0079879622	8,8720059023	-0,2857527696	0,7762403171	0,9016428019	-6,5742850121
ENSMUSG00000086486	17307148	1431472_at	Ift88os	-0,0190724505	3,7603294365	-0,2861354935	0,7759488595	0,901551327	-6,5741755449
ENSMUSG00000068463	17324412	1443581_at	B630019A10Rik	0,0172142716	5,3497169086	0,2867789913	0,7754588865	0,9011055491	-6,5739911617
ENSMUSG00000006724	17237887	1427372_at	Cyp27b1	-0,0238019945	3,8302801622	-0,2872006632	0,7751378664	0,901065614	-6,5738701149
ENSMUSG00000042888	17309113	1431150_at	Prr30	-0,0234799449	3,9345009332	-0,2869797648	0,7753060321	0,901065614	-6,573933549
ENSMUSG00000046523	17302056	1420537_at	Kctd4	0,0116999266	7,5981499374	0,2869637497	0,7753182245	0,901065614	-6,573938146
ENSMUSG00000044296	17262404	1441207_at	Zfp879	0,0159057599	4,5955211063	0,2873920512	0,7749921752	0,9010572856	-6,5738151159
ENSMUSG00000037347	17533535	1449402_at	Chst7	-0,0207581617	5,1403089802	-0,2880418073	0,7744976192	0,9006406931	-6,5736281234
ENSMUSG00000047003	17312242	1454927_at	Zfp41	-0,0121646743	6,3880571814	-0,2880023854	0,7745276221	0,9006406931	-6,5736394806
ENSMUSG00000013418	17268243	1421522_at	B4galnt2	-0,0212049947	4,2347142959	-0,2889796636	0,7737839445	0,9000228454	-6,5733574769
ENSMUSG00000048200	17484925	1427367_at	Cracr2b	0,0168949419	5,7371212404	0,2893749689	0,7734831904	0,8997964875	-6,573243137
ENSMUSG00000020017	17236552	1418645_at	Hal	-0,0264192311	3,9847838865	-0,2896161115	0,7732997428	0,8997065495	-6,5731733113
ENSMUSG00000027793	17405274	1449177_at	Ccna1	0,0239981686	4,1092838333	0,2899733743	0,7730279815	0,8995138228	-6,5730697552
ENSMUSG00000039725	17394478	1452931_at	Trp53rka	-0,0186596912	6,1828802766	-0,2909101261	0,7723155528	0,8988082017	-6,5727976241
ENSMUSG00000030713	17477245	1423542_at	Klk7	0,0153266364	4,3480731381	0,2913912907	0,7719496891	0,8985057689	-6,5726575034
ENSMUSG00000087230	17227436	1454233_at	Mroh3	0,0163793854	5,1982457589	0,2913987932	0,7719439849	0,8985057689	-6,5726553168
ENSMUSG00000020793	17258563	1422942_at	Galr2	-0,0322342015	3,9818995208	-0,2925182825	0,7710929615	0,8979108103	-6,5723284071
ENSMUSG00000028602	17432687	1421649_at	Tnfrsf8	-0,0231800363	5,0045347741	-0,2923423494	0,7712266851	0,8979108103	-6,5723798652
ENSMUSG00000035351	17236313	1423969_at	Nup37	0,0136489016	6,742087297	0,2925827631	0,7710439527	0,8979108103	-6,5723095396
ENSMUSG00000058407	17222429	1436108_at	Txndc9	0,0183221434	5,5670248076	0,2924048536	0,7711791761	0,8979108103	-6,5723615871
ENSMUSG00000026209	17224587	1439452_x_at	Dnpep	0,0157374428	6,1844194044	0,2934533138	0,7703823785	0,897516886	-6,5720544048
ENSMUSG00000047434	17329710	1437017_at	Xxylt1	0,0216191367	6,795645699	0,293344803	0,7704648318	0,897516886	-6,5720862476
ENSMUSG00000002769	17345562	1417422_at	Gnmt	-0,0175015648	4,6351990045	-0,2944790246	0,7696031114	0,8974029032	-6,5717528275
ENSMUSG00000006398	17429177	1416664_at	Cdc20	0,0186885054	5,3102106439	0,2945572709	0,7695436748	0,8974029032	-6,5717297786
ENSMUSG00000020883	17268729	1418419_at	Fbxl20	0,0152495253	6,458622791	0,2938747218	0,7700621917	0,8974029032	-6,5719306302
ENSMUSG00000023999	17338492	1442238_a_at	Kif6	0,0202737071	4,9906924132	0,2939956818	0,7699702934	0,8974029032	-6,5718950696
ENSMUSG00000025094	17360823	1437079_at	Slc18a2	0,0249094208	5,3067257591	0,2944379063	0,7696343458	0,8974029032	-6,5717649372
ENSMUSG00000027913	17407496	1453092_at	Crct1	-0,0251043023	3,8796023029	-0,2942503922	0,7697767904	0,8974029032	-6,5718201403
ENSMUSG00000050445	17532409	1449309_at	Cyp8b1	-0,0267061638	4,5928044672	-0,2938793536	0,7700586726	0,8974029032	-6,5719292688
ENSMUSG00000071266	17334009	1429690_at	Zfp946	-0,0141414438	7,2473331642	-0,2941091721	0,7698840732	0,8974029032	-6,5718616916
ENSMUSG00000074569	17395032	1446314_at	Gcnt7	0,0222875805	5,2432250573	0,293752229	0,7701552579	0,8974029032	-6,5719666267
ENSMUSG00000024985	17360501	1429427_s_at	Tcf7l2	0,0180107277	5,6758014147	0,2952430743	0,7690227927	0,8971932581	-6,5715275018
ENSMUSG00000029557	17454546	1448969_at	Mrm2	0,0112778212	6,6335878794	0,2954600893	0,7688579875	0,8971932581	-6,5714633958
ENSMUSG00000030754	17495271	1423301_at	Copb1	-0,0127074961	8,853836516	-0,2953508932	0,7689409117	0,8971932581	-6,5714956581
ENSMUSG00000035914	17527719	1417599_at	Cd276	-0,0215101314	6,4575697884	-0,295764694	0,7686266833	0,8971015275	-6,5713733368
ENSMUSG00000005892	17469116	1418756_at	Trh	0,0222570439	5,2685274379	0,2962194563	0,7682813952	0,8968237151	-6,5712387104
ENSMUSG00000036208	17325849	1451439_at	Nepro	0,0159276418	5,595767433	0,2962175246	0,7682828618	0,8968237151	-6,5712392827
ENSMUSG00000001525	17344444	1455719_at	Tubb5	0,0148130354	9,2562233265	0,2971375709	0,7675844411	0,8967590819	-6,5709662864
ENSMUSG00000026166	17214857	1422029_at	Ccl20	0,0132826401	4,9358229428	0,296989527	0,7676968103	0,8967590819	-6,5710102709
ENSMUSG00000027291	17390154	1425474_a_at	Vps39	0,009719658	8,7702252132	0,2968124452	0,7678312266	0,8967590819	-6,5710628541
ENSMUSG00000029605	17441759	1425119_at	Oas1b	-0,0317506114	5,2182794025	-0,2970365499	0,7676611181	0,8967590819	-6,5709963026
ENSMUSG00000031512	17499072	1453407_at	Tex29	-0,0272988734	4,2666976864	-0,296609395	0,7679853635	0,8967590819	-6,5711231099
ENSMUSG00000038502	17490417	1438058_s_at	Ptov1	0,0269353411	7,9022533724	0,2969439289	0,7677314214	0,8967590819	-6,5710238139
ENSMUSG00000079293	17471541	1420699_at	Clec7a	0,0212848754	4,4351216862	0,2965691462	0,7680159177	0,8967590819	-6,571135049
ENSMUSG00000095992	17331888	1458467_at	Krtap22-2	-0,0203479171	3,9338263459	-0,2976210219	0,7672175242	0,8966914315	-6,5708224986
ENSMUSG00000010825	17444309	1450310_at	Grid2ip	0,0175139604	5,3197519102	0,2978282875	0,7670602357	0,8966312214	-6,5707607825
ENSMUSG00000061607	17337250	1434837_at	Mdc1	0,0150545803	6,0170442508	0,2983534	0,7666617856	0,8962890576	-6,5706042314
ENSMUSG00000028688	17428714	1432207_a_at	Toe1	-0,0197934163	6,7058196845	-0,2985020706	0,7665489874	0,8962807953	-6,5705598586
ENSMUSG00000000244	17485282	1418398_a_at	Tspan32	0,0261519057	6,478150676	0,299376038	0,7658860006	0,8956467727	-6,5702985652
ENSMUSG00000041566	17323619	1417989_at	Tssk1	-0,0307216764	4,7568744375	-0,2993561572	0,7659010801	0,8956467727	-6,5703045174
ENSMUSG00000015942	17443083	1418343_at	Gtf2ird2	0,0160482259	7,5862876661	0,3006413965	0,7649264198	0,8948114965	-6,5699189073
ENSMUSG00000022119	17309310	1426803_at	Rbm26	-0,0141570056	7,4395464856	-0,3007752896	0,764824904	0,8948114965	-6,5698786407
ENSMUSG00000091749	17546792	1427636_at	Tspy-ps	0,0194048997	4,5327119627	0,3005764154	0,764975689	0,8948114965	-6,5699384431
ENSMUSG00000037771	17378922	1422756_at	Slc32a1	-0,0127800621	8,8787359688	-0,3022646285	0,7636959908	0,8936845547	-6,5694295371
ENSMUSG00000068580	17374747	1451380_at	Zfyve19	0,0104390085	7,3357950603	0,3023900132	0,7636009733	0,8936845547	-6,569391627
ENSMUSG00000006435	17360166	1453527_a_at	Neurl1a	-0,0120272458	9,4724150964	-0,3027753887	0,7633089556	0,8935431242	-6,5692750106
ENSMUSG00000008932	17416600	1456971_at	Slc1a7	-0,0236185724	5,3895134946	-0,3032805695	0,7629262081	0,8935431242	-6,5691219165
ENSMUSG00000025135	17259422	1417326_a_at	Anapc11	-0,0152104443	5,2609882704	-0,3027505549	0,7633277723	0,8935431242	-6,5692825299
ENSMUSG00000028661	17431624	1419341_at	Epha8	0,0269423076	5,4283808318	0,3031857443	0,7629980474	0,8935431242	-6,5691506725
ENSMUSG00000046229	17393527	1448868_at	Scand1	-0,0122541244	8,3661716591	-0,3033213882	0,7628952846	0,8935431242	-6,5691095354
ENSMUSG00000068732	17409379	1429042_at	Tmem167b	0,0122955853	7,9595375363	0,3027023263	0,7633643159	0,8935431242	-6,569297131
ENSMUSG00000095789	17442966	1429551_at	Nupr1l	-0,0141991757	5,0984341975	-0,3031103382	0,7630551762	0,8935431242	-6,5691735332
ENSMUSG00000029885	17466239	1426077_at	Moxd2	-0,0185431845	4,0195046653	-0,3037198933	0,7625934053	0,8935043949	-6,5689885735
ENSMUSG00000028952	17433412	1418200_at	Zbtb48	-0,0243262795	6,2076729477	-0,3038898868	0,7624646416	0,8934770206	-6,5689369257
ENSMUSG00000061111	17273152	1460690_at	Mcrip1	0,0110327095	8,6973064153	0,3042787594	0,7621701105	0,8932553611	-6,5688186693
ENSMUSG00000002068	17489886	1441910_x_at	Ccne1	-0,0113798023	7,3294226812	-0,3049545578	0,7616583471	0,8930004029	-6,5686128001
ENSMUSG00000025492	17497718	1423754_at	Ifitm3	0,0169622903	8,311681147	0,3048132066	0,7617653796	0,8930004029	-6,5686558977
ENSMUSG00000027355	17374432	1420341_at	Tmco5	0,0168993497	4,6797880579	0,3047051246	0,7618472235	0,8930004029	-6,5686888382
ENSMUSG00000068206	17312960	1419384_at	Pick1	-0,0128828888	7,5710342195	-0,304926404	0,761679665	0,8930004029	-6,5686213857
ENSMUSG00000004633	17458692	1428574_a_at	Chn2	-0,0102350541	9,2051830641	-0,305457172	0,7612778008	0,8928267733	-6,5684593932
ENSMUSG00000021239	17277278	1419628_at	Vsx2	-0,0199498831	5,0810274448	-0,3056036655	0,7611668968	0,8928267733	-6,5684146333
ENSMUSG00000031880	17512321	1422562_at	Rrad	0,0261450309	4,3336702552	0,3059723908	0,760887773	0,8928267733	-6,5683018779
ENSMUSG00000034919	17416336	1457149_at	Ttc22	0,0183880412	4,8200684671	0,30616247	0,7607438962	0,8928267733	-6,5682436991
ENSMUSG00000038797	17479608	1450514_at	Zscan2	0,0194076712	4,7874859139	0,3061396335	0,7607611813	0,8928267733	-6,5682506907
ENSMUSG00000040860	17432082	1427338_at	Crocc	-0,0118385322	7,2438721683	-0,3063426728	0,7606075029	0,8928267733	-6,5681885101
ENSMUSG00000047591	17318160	1436092_at	Mafa	-0,0211468849	5,0739708286	-0,3055167908	0,7612326654	0,8928267733	-6,5684411798
ENSMUSG00000050945	17352419	1457059_at	Zfp438	-0,018518266	5,6885002285	-0,3061242806	0,7607728022	0,8928267733	-6,5682553909
ENSMUSG00000062931	17243469	1455775_at	Zfp938	0,0193830089	7,0887831346	0,3056660233	0,76111969	0,8928267733	-6,568395574
ENSMUSG00000025950	17223863	1422433_s_at	Idh1	-0,0233691568	6,1282376242	-0,3067932396	0,7602665082	0,8927523466	-6,5680503775
ENSMUSG00000058818	17485589	1424302_at	Pirb	-0,0238613866	4,1322805574	-0,3068667715	0,7602108628	0,8927523466	-6,5680278153
ENSMUSG00000027444	17377382	1451712_at	8030411F24Rik	0,0202856815	3,8085474654	0,3078583983	0,7594605734	0,8921958654	-6,5677230223
ENSMUSG00000028864	17434933	1442884_at	Hgf	-0,0238465776	5,704327653	-0,3077277655	0,7595594	0,8921958654	-6,5677632304
ENSMUSG00000057534	17267617	1439055_at	Elobl	0,0165345425	3,9333086262	0,3076977452	0,7595821117	0,8921958654	-6,5677724682
ENSMUSG00000070858	17436536	1434498_at	Gm1673	0,0180279212	8,0583645016	0,3084389101	0,7590214518	0,8919080741	-6,5675441377
ENSMUSG00000047150	17345677	1452602_a_at	1700001C19Rik	0,0180726842	4,3369944399	0,308958085	0,7586287956	0,8915702621	-6,5673838697
ENSMUSG00000020238	17243361	1424203_at	Ncln	-0,0104490828	8,0451493414	-0,3091993944	0,7584463132	0,891499592	-6,5673092867
ENSMUSG00000023963	17337816	1418780_at	Cyp39a1	-0,0141493299	5,2042683624	-0,3091766713	0,7584634962	0,891499592	-6,5673163123
ENSMUSG00000026969	17367858	1453026_at	Fam166a	-0,0203669118	4,0857905782	-0,3093178552	0,7583567361	0,891499592	-6,567272652
ENSMUSG00000035397	17243010	1416350_at	Klf16	-0,0166853251	7,8519074885	-0,3094445036	0,7582609715	0,891499592	-6,5672334699
ENSMUSG00000040432	17300663	1450807_at	Ltb4r2	0,0233184673	4,3652451385	0,3094335216	0,7582692753	0,891499592	-6,5672368681
ENSMUSG00000029802	17421380	1422906_at	Abcg2	-0,0148643328	7,5832335264	-0,3102883758	0,7576229788	0,8913627951	-6,5669719869
ENSMUSG00000036285	17449073	1418222_at	Noa1	-0,0106022865	7,7412146959	-0,3100259538	0,7578213595	0,8913627951	-6,5670533772
ENSMUSG00000037991	17322916	1445602_at	Rmi2	0,0204684909	4,889359043	0,3100950666	0,7577691114	0,8913627951	-6,5670319485
ENSMUSG00000046295	17502179	1443978_at	Ankle1	0,0220493232	4,6314445143	0,3106252608	0,7573683311	0,8913627951	-6,5668674013
ENSMUSG00000048696	17242902	1437627_at	Mex3d	0,0188602219	6,4549205427	0,3104397714	0,7575085372	0,8913627951	-6,5669250003
ENSMUSG00000073803	17484225	1430910_at	4930544L04Rik	-0,0202989176	4,3371827598	-0,3108078246	0,7572303445	0,8913627951	-6,5668106773
ENSMUSG00000085078	17266724	1444183_at	C030013C21Rik	-0,0189602379	4,5639964512	-0,3102062144	0,7576850878	0,8913627951	-6,5669974767
ENSMUSG00000022437	17313688	1455800_x_at	Samm50	0,0096258955	9,494654024	0,3111065392	0,757004585	0,8912677594	-6,5667177928
ENSMUSG00000029154	17438113	1426268_at	Cwh43	0,0195852087	5,0547105715	0,3113662222	0,7568083419	0,891228032	-6,5666369728
ENSMUSG00000037060	17494503	1423771_at	Cavin3	-0,0116372459	7,0044324048	-0,3112903097	0,7568657075	0,891228032	-6,5666606057
ENSMUSG00000036655	17280383	1429179_at	Colec11	-0,0211017506	4,8061076808	-0,3118868398	0,7564149584	0,8910166955	-6,566474741
ENSMUSG00000041828	17271350	1427371_at	Abca8a	-0,0159755607	6,7316728759	-0,3118060332	0,7564760124	0,8910166955	-6,5664999392
ENSMUSG00000015023	17512975	1425204_s_at	Ddx19a	0,0127004139	7,8364829332	0,3124931216	0,7559569283	0,8907452749	-6,5662854749
