	Ensembl.ID	MGI.Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17200843	NA	NA	-0,4162843073	4,9095834308	-0,9538241619	0,3446210878	0,7195860328	-5,9297806469
17301738	ENSMUSG00000003469	Phyhip	-0,0519370514	10,8570858462	-0,9536010307	0,3447329829	0,7197286083	-5,9299876649
17207933	NA	NA	-0,1761187623	6,1140283385	-0,9536004796	0,3447332594	0,7197286083	-5,9299881762
17244539	NA	NA	-0,1537575276	5,0008803231	-0,9534326293	0,3448174482	0,7198585517	-5,9301438745
17326911	NA	NA	-0,0840661988	5,4219974769	-0,9533087775	0,3448795773	0,7199155234	-5,9302587427
17206087	NA	NA	0,2140815779	4,3965598769	0,9532907139	0,3448886393	0,7199155234	-5,9302754949
17548944	ENSMUSG00000015314	Slamf6	-0,0931126177	4,5802880308	-0,9528957081	0,3450868428	0,7202834076	-5,9306417462
17489243	NA	NA	-0,1769287502	6,4207150615	-0,9528202718	0,3451247032	0,7203165898	-5,9307116744
17273471	ENSMUSG00000025165	Sectm1a	-0,1016791808	4,5092671231	-0,9527680954	0,3451508915	0,720325408	-5,930760038
17401061	ENSMUSG00000105891	A230001M10Rik	-0,0808292608	7,021136	-0,9525977941	0,3452363776	0,7204000912	-5,9309178767
17367858	ENSMUSG00000026969	Fam166a	0,0918851811	5,5352123538	0,9525223277	0,345274264	0,7204000912	-5,9309878118
17214981	NA	NA	0,1658414675	5,7617095846	0,9524278184	0,3453217142	0,7204000912	-5,9310753864
17204091	NA	NA	-0,1365336047	6,0786010462	-0,9524028418	0,3453342549	0,7204000912	-5,931098529
17206645	NA	NA	-0,4469300473	4,4765468769	-0,952322547	0,3453745728	0,7204000912	-5,9311729237
17208071	NA	NA	-0,2538705586	6,3882744923	-0,9522771188	0,3453973848	0,7204000912	-5,9312150111
17251746	ENSMUSG00000070394	Tmem256	-0,0625661343	7,0002547692	-0,9522364498	0,3454178077	0,7204000912	-5,9312526876
17338946	ENSMUSG00000044279	Crb3	-0,0762803889	5,3193668923	-0,9521810451	0,3454456318	0,7204000912	-5,9313040132
17236196	ENSMUSG00000097412	1810014B01Rik	-0,1058667209	6,4233448	-0,9521691186	0,3454516214	0,7204000912	-5,9313150612
17324513	ENSMUSG00000038148	Cldn16	0,066612472	4,7135550923	0,9521254312	0,3454735624	0,7204000912	-5,9313555297
17352775	NA	NA	0,0987717047	4,9243203538	0,9521060859	0,3454832784	0,7204000912	-5,9313734489
17530540	ENSMUSG00000091345	Col6a5	-0,0980329275	4,8488008923	-0,952098514	0,3454870814	0,7204000912	-5,9313804626
17539210	ENSMUSG00000040990	Sh3kbp1	-0,0426612408	9,3515433077	-0,9520966685	0,3454880083	0,7204000912	-5,931382172
17200805	NA	NA	-0,3739013445	4,6392404769	-0,9519799652	0,3455466259	0,7204000912	-5,9314902644
17466805	ENSMUSG00000014704	Hoxa2	0,0872315044	4,4469438	0,9519781567	0,3455475343	0,7204000912	-5,9314919393
17525237	NA	LOC105244993	0,1084691544	4,5040698	0,9519427929	0,3455652981	0,7204000912	-5,9315246912
17305789	ENSMUSG00000037544	Dlgap5	-0,0863485369	4,6311735846	-0,9519236956	0,3455748913	0,7204000912	-5,9315423776
17482828	ENSMUSG00000052707	Tnrc6a	-0,0488440807	9,1564296308	-0,9519094362	0,3455820543	0,7204000912	-5,9315555833
17399663	ENSMUSG00000027937	Jtb	0,0505496145	8,2282521385	0,9517733322	0,3456504293	0,7204968304	-5,9316816196
17395640	NA	B230312C02Rik	-0,0766031175	5,6321240154	-0,9515880925	0,3457435031	0,7205878396	-5,9318531294
17319205	ENSMUSG00000088901	Mir1943	0,1536001986	5,3516044308	0,951512032	0,3457817245	0,7205878396	-5,9319235429
17550042	ENSMUSG00000088901	Mir1943	0,1536001986	5,3516044308	0,951512032	0,3457817245	0,7205878396	-5,9319235429
17242653	ENSMUSG00000020329	Polrmt	0,0541914371	7,4645773385	0,9514659588	0,3458048782	0,7205878396	-5,9319661928
17205515	NA	NA	0,490874276	5,5503383385	0,9514338418	0,3458210189	0,7205878396	-5,9319959223
17410770	NA	NA	-0,0881678523	4,4742647538	-0,9514227619	0,3458265873	0,7205878396	-5,9320061783
17433265	ENSMUSG00000028972	Car6	0,1008027726	4,1425943077	0,9513303028	0,3458730569	0,7205878396	-5,9320917579
17414828	ENSMUSG00000051675	Trim32	-0,0526029387	9,1927723077	-0,9512851653	0,3458957444	0,7205878396	-5,9321335341
17506949	ENSMUSG00000025812	Pard3	-0,0597988098	7,4180501846	-0,9512525019	0,3459121625	0,7205878396	-5,9321637638
17206335	NA	NA	-0,2594042406	4,3182553077	-0,9512492414	0,3459138014	0,7205878396	-5,9321667814
17495297	ENSMUSG00000030751	Psma1	0,0392598352	8,8512702462	0,9512010943	0,3459380035	0,7205924865	-5,9322113392
17345004	NA	NA	0,1025317882	4,9148213538	0,9508923018	0,3460932501	0,7207209527	-5,9324970602
17207667	NA	NA	-0,1085850864	7,7712666615	-0,9508901762	0,3460943189	0,7207209527	-5,9324990266
17474724	ENSMUSG00000095201	Vmn1r91	0,1300685934	4,2624015385	0,9508891236	0,3460948482	0,7207209527	-5,9325000004
17428054	ENSMUSG00000028597	Gpx7	0,0864354018	5,9450722154	0,9508657418	0,3461066054	0,7207209527	-5,9325216315
17239753	ENSMUSG00000080486	Snord100	-0,0631650393	12,486094	-0,9508598802	0,3461095529	0,7207209527	-5,9325270542
17548315	NA	NA	-0,0841561985	6,8863302923	-0,9507279918	0,3461758762	0,7207621279	-5,9326490572
17439552	NA	NA	-0,1125327628	4,3243938308	-0,950715343	0,3461822374	0,7207621279	-5,932660757
17279833	NA	NA	0,1164101655	5,6400859846	0,9506894576	0,3461952557	0,7207621279	-5,9326847
17360084	ENSMUSG00000003559	As3mt	-0,0551764559	7,1121242923	-0,9505719773	0,3462543428	0,7208213862	-5,9327933569
17449862	NA	NA	0,0794620303	4,2420282615	0,9505111661	0,3462849306	0,7208213862	-5,9328495957
17389333	NA	NA	-0,1886262627	4,1897775846	-0,9505017771	0,3462896534	0,7208213862	-5,9328582785
17247176	ENSMUSG00000041046	Ramp3	-0,0772466119	6,4279358923	-0,9502830147	0,3463997056	0,7209470734	-5,9330605617
17333416	NA	NA	0,3010635851	4,7941356	0,9502230449	0,3464298785	0,7209470734	-5,9331160061
17292603	NA	Gm2848	0,090625017	5,6470226	0,9501836135	0,3464497187	0,7209470734	-5,9331524602
17473113	NA	NA	0,0409836909	4,2642115538	0,950157549	0,3464628336	0,7209470734	-5,9331765558
17210031	NA	NA	0,2695732766	4,6088824462	0,9501401303	0,3464715985	0,7209470734	-5,9331926584
17536436	ENSMUSG00000046532	Ar	-0,0505739192	8,3294974769	-0,9500357226	0,3465241378	0,7209470734	-5,9332891713
17240965	ENSMUSG00000075045	Gm4981	0,1291974357	4,7256273231	0,9499841915	0,3465500709	0,7209470734	-5,9333368021
17528023	ENSMUSG00000032405	Pias1	-0,0316968731	9,9192140462	-0,9499501213	0,3465672174	0,7209470734	-5,9333682922
17239693	NA	NA	-0,1025899108	5,3677493846	-0,9499304172	0,3465771342	0,7209470734	-5,9333865037
17268681	ENSMUSG00000038352	Arl5c	-0,1109802821	4,5390619385	-0,949920635	0,3465820574	0,7209470734	-5,9333955447
17413866	ENSMUSG00000028339	Col15a1	0,0722963546	5,6060494	0,9499012023	0,3465918379	0,7209470734	-5,9334135047
17404859	ENSMUSG00000027716	Trpc3	-0,0445746614	8,2958290769	-0,94982147	0,3466319689	0,7209695206	-5,9334871911
17202889	NA	NA	-0,2054880732	5,5963805692	-0,9497924127	0,3466465948	0,7209695206	-5,9335140436
17420152	NA	NA	0,0907718526	7,4757144462	0,9497399658	0,3466729949	0,7209787073	-5,9335625089
17548436	NA	NA	0,1093959392	4,5091881385	0,9496639602	0,346711256	0,7210109699	-5,9336327398
17338796	ENSMUSG00000071054	Safb	0,0311189757	8,8864176	0,9496218088	0,3467324761	0,7210109699	-5,9336716863
17455501	ENSMUSG00000107132	Gm15997	0,0978795327	4,9714707077	0,9494236676	0,346832237	0,7211726923	-5,9338547399
17492329	ENSMUSG00000039194	Rlbp1	0,0617146166	7,6932136615	0,9493740056	0,346857244	0,7211789673	-5,9339006146
17322225	NA	NA	-0,1321574554	4,5057325385	-0,9490402528	0,3470253336	0,7214827173	-5,9342088548
17493272	NA	NA	-0,1135544355	5,2928460462	-0,9489460663	0,3470727788	0,7215126275	-5,9342958225
17530243	ENSMUSG00000032554	Trf	-0,0513172497	10,7572073846	-0,94892435	0,3470837188	0,7215126275	-5,9343158733
17204503	NA	NA	-0,2059742839	5,4006202769	-0,948804438	0,3471441303	0,7215673677	-5,9344265804
17202667	NA	NA	-0,1231845111	7,8552940308	-0,9487499463	0,3471715855	0,7215673677	-5,9344768846
17286324	NA	NA	0,0784964699	4,7162126769	0,9486426399	0,347225655	0,7215673677	-5,9345759369
17541222	NA	NA	0,0971735066	5,3120410462	0,9486351795	0,3472294144	0,7215673677	-5,9345828231
17200793	NA	NA	-0,2092245399	5,4959242308	-0,9485547061	0,3472699672	0,7215673677	-5,9346570987
17314805	ENSMUSG00000023010	Tmbim6	0,0401292323	9,6685944923	0,9485344032	0,3472801989	0,7215673677	-5,9346758369
17356974	ENSMUSG00000024959	Bad	-0,0682409653	5,9217456462	-0,948501848	0,3472966056	0,7215673677	-5,9347058825
17339583	NA	NA	0,0887510512	7,8758660923	0,9484987621	0,3472981608	0,7215673677	-5,9347087305
17301757	ENSMUSG00000033589	Reep4	0,0759729015	5,6665051846	0,9484791186	0,3473080607	0,7215673677	-5,9347268591
17540144	NA	NA	0,0954589284	4,1998810923	0,9482969889	0,3473998591	0,7216830217	-5,9348949265
17538837	NA	NA	-0,0803783801	12,0771838462	-0,9482813606	0,3474077369	0,7216830217	-5,9349093466
17263055	NA	NA	0,083633058	4,5415214615	0,9481004268	0,3474989496	0,7217917333	-5,935076277
17323066	NA	NA	-0,0990827553	8,2043304308	-0,9480902412	0,3475040848	0,7217917333	-5,9350856733
17392932	ENSMUSG00000059361	Nrsn2	-0,0533634204	8,8898848615	-0,9480248136	0,3475370725	0,7218145378	-5,935146029
17242558	ENSMUSG00000078442	Ccdc105	0,1005203746	4,6089282308	0,9479633922	0,3475680421	0,7218331483	-5,9352026852
17209535	NA	NA	-0,1933710408	5,4602488769	-0,9479098307	0,3475950502	0,7218435294	-5,9352520885
17404821	ENSMUSG00000027715	Ccna2	0,0920834265	6,5636916769	0,947821891	0,3476393962	0,7218525975	-5,9353331952
17203823	NA	NA	-0,1755316446	6,0783205231	-0,9478138799	0,3476434362	0,7218525975	-5,9353405835
17415702	ENSMUSG00000087166	L1td1	0,1003573438	4,8852831692	0,9477226357	0,3476894528	0,7218795785	-5,9354247296
17209627	NA	NA	0,1570313554	4,8189440462	0,9476500761	0,3477260493	0,7218795785	-5,935491639
17229269	ENSMUSG00000040723	Rcsd1	0,0779645863	5,9224905538	0,9476268832	0,3477377474	0,7218795785	-5,9355130248
17387742	ENSMUSG00000075160	Olfr259	0,1460250625	5,5589633077	0,9475738859	0,3477644795	0,7218795785	-5,935561891
17239744	ENSMUSG00000061983	Rps12	-0,0476372726	10,0791979692	-0,9475699142	0,3477664829	0,7218795785	-5,935565553
17208355	NA	NA	-0,1325636621	7,6408430923	-0,9474791378	0,3478122742	0,7219289385	-5,9356492469
17327191	NA	NA	0,1043681988	5,1292635692	0,9473203559	0,3478923798	0,7220113902	-5,9357956218
17318008	ENSMUSG00000075605	Slurp2	-0,1008423597	4,4491295231	-0,9473131271	0,3478960271	0,7220113902	-5,9358022853
17206803	NA	NA	-0,1271167132	7,2655449077	-0,9472631864	0,3479212248	0,7220179961	-5,9358483184
17395601	ENSMUSG00000038990	Cables2	-0,0511733704	7,3759446462	-0,9470685621	0,3480194347	0,7220862738	-5,9360276924
17208275	NA	NA	0,242682563	5,1072331231	0,9470139884	0,3480469766	0,7220862738	-5,9360779834
17525363	ENSMUSG00000039048	Foxred1	-0,057194429	7,7913016923	-0,9469831682	0,3480625313	0,7220862738	-5,9361063837
17357486	ENSMUSG00000024743	Syt7	0,0434639296	9,6517140308	0,9469811304	0,3480635598	0,7220862738	-5,9361082615
17292681	NA	Gm16578	0,095073279	5,0579054615	0,9469195635	0,3480946336	0,7220862738	-5,9361649917
17218209	ENSMUSG00000043019	Edem3	0,0361834193	9,1145374615	0,9468583406	0,3481255356	0,7220862738	-5,9362214014
17201373	NA	NA	-0,2544053266	4,0445344615	-0,9468332103	0,3481382205	0,7220862738	-5,936244555
17247319	ENSMUSG00000020191	Spata48	0,0740121682	4,4904899692	0,9468073178	0,3481512904	0,7220862738	-5,9362684101
17404682	ENSMUSG00000027679	Dnajc19	0,084972995	7,1820237077	0,9467920253	0,3481590099	0,7220862738	-5,9362824992
17377989	ENSMUSG00000027479	Mapre1	-0,045517489	8,2534370923	-0,9467484073	0,3481810284	0,7220862738	-5,9363226831
17510062	ENSMUSG00000035964	Tmem59l	0,0451185182	10,646994	0,9467181334	0,3481963113	0,7220862738	-5,9363505725
17473292	ENSMUSG00000070873	Lilra5	0,0796654409	4,4713600615	0,9465220908	0,3482952881	0,7221979743	-5,9365311532
17331836	NA	NA	-0,1045129443	4,4122066154	-0,9465168162	0,3482979513	0,7221979743	-5,9365360113
17200813	NA	NA	-0,1416957987	6,5092436615	-0,9464806062	0,3483162349	0,7221979743	-5,9365693612
17207839	NA	NA	0,1723741226	6,0850728769	0,9461283418	0,3484941374	0,7225211595	-5,9368937381
17422907	ENSMUSG00000078486	Perm1	0,1011936216	4,1695556154	0,9460430867	0,3485372022	0,7225647675	-5,9369722262
17297189	NA	Gm11100	0,089167666	4,4384796923	0,9459609867	0,3485786767	0,7225868136	-5,9370478034
17203341	NA	NA	-0,2335647165	4,8318600308	-0,9459208829	0,3485989371	0,7225868136	-5,9370847186
17347210	ENSMUSG00000058704	Memo1	-0,0548705841	7,7968407538	-0,9458045653	0,348657705	0,7225868136	-5,9371917794
17455971	ENSMUSG00000042447	Mios	-0,0432029739	8,3616942923	-0,9457978251	0,3486611106	0,7225868136	-5,9371979828
17550310	NA	NA	0,0773920158	8,1471698154	0,9457864297	0,3486668684	0,7225868136	-5,9372084707
17477362	ENSMUSG00000063713	Klk1b24	0,230433306	4,2734762308	0,9457603834	0,348680029	0,7225868136	-5,9372324419
17278711	ENSMUSG00000087855	Mir432	0,068895803	9,5465438154	0,9457112674	0,3487048472	0,722592587	-5,9372776434
17243910	ENSMUSG00000020061	Mybpc1	0,0682860148	6,3814814769	0,9456465014	0,3487375751	0,7225988931	-5,937337244
17457343	NA	NA	0,0738910421	10,3418374923	0,9455905584	0,3487658461	0,7225988931	-5,9373887221
17491440	ENSMUSG00000030452	Nipa2	0,043750495	7,8720032154	0,9454801787	0,3488216313	0,7225988931	-5,9374902838
17424608	ENSMUSG00000028459	Cd72	-0,1000194748	5,0227789846	-0,9453391776	0,3488929008	0,7225988931	-5,9376200038
17288876	ENSMUSG00000074794	Arrdc3	0,0498267071	8,9572605846	0,9453323037	0,3488963755	0,7225988931	-5,9376263273
17279923	ENSMUSG00000020600	Slc7a15	0,0978592482	5,2431299692	0,9453253204	0,3488999055	0,7225988931	-5,9376327513
17549358	NA	NA	0,0881753326	6,0575581385	0,9453177462	0,3489037342	0,7225988931	-5,9376397189
17549744	NA	NA	0,0881753326	6,0575581385	0,9453177462	0,3489037342	0,7225988931	-5,9376397189
17239461	ENSMUSG00000019868	Vta1	-0,0512951925	8,0290840615	-0,9453129027	0,3489061826	0,7225988931	-5,9376441744
17264306	ENSMUSG00000087410	2310065F04Rik	-0,0786751059	4,1141620154	-0,9452224535	0,3489519066	0,7226150169	-5,937727375
17351559	ENSMUSG00000024544	Ldlrad4	0,0446534577	9,6668054615	0,9452103334	0,3489580339	0,7226150169	-5,9377385232
17409172	ENSMUSG00000027890	Gstm4	-0,1010448998	5,8505300308	-0,9450880541	0,3490198557	0,7226852266	-5,9378509894
17547662	NA	NA	-0,1241734665	6,1060573231	-0,9450561061	0,3490360091	0,7226852266	-5,9378803713
17448987	ENSMUSG00000029235	Pdcl2	0,0952190396	4,0881166154	0,9450101453	0,3490592484	0,7226877199	-5,9379226386
17369950	NA	NA	-0,0581641877	9,4283962923	-0,9449496439	0,3490898415	0,722705437	-5,9379782751
17210205	NA	NA	-0,2617174737	4,3574664308	-0,9448671982	0,3491315338	0,7227461285	-5,9380540857
17363977	NA	NA	-0,050586725	11,4531887692	-0,9447803979	0,3491754317	0,722753083	-5,9381338937
17312427	ENSMUSG00000022558	Mroh1	0,0594821867	8,1843572308	0,9447499392	0,3491908365	0,722753083	-5,938161897
17284696	ENSMUSG00000112980	D430020J02Rik	-0,0783176819	6,3108826615	-0,9447298349	0,3492010048	0,722753083	-5,9381803802
17281202	ENSMUSG00000021022	Ppp2r3c	-0,0542153093	8,2931766154	-0,9446406907	0,349246094	0,7227801095	-5,9382623316
17452625	ENSMUSG00000029434	Vps33a	-0,0385091718	9,7078345846	-0,9446168787	0,3492581387	0,7227801095	-5,938284221
17298090	ENSMUSG00000040640	Erc2	-0,037259196	10,3896600923	-0,9445362841	0,3492989077	0,7228188703	-5,9383583044
17270094	NA	NA	-0,1031403622	10,5554479846	-0,9444265819	0,3493544058	0,722888104	-5,938459134
17467444	ENSMUSG00000106222	Rprl1	0,0842444447	4,6127364308	0,9440527958	0,3495435468	0,7232338467	-5,938802604
17367533	ENSMUSG00000026786	Apbb1ip	0,109000329	4,0590224769	0,9438134386	0,3496647	0,7234388826	-5,9390224791
17512872	ENSMUSG00000003657	Calb2	0,1794394984	6,3904072769	0,9436853299	0,3497295548	0,7235066512	-5,9391401385
17340229	NA	NA	-0,1085495005	6,3900542308	-0,9436444466	0,3497502536	0,7235066512	-5,9391776839
17548551	NA	NA	-0,0803917323	6,1008381538	-0,943579677	0,3497830474	0,7235066512	-5,9392371621
17412593	ENSMUSG00000054679	Srsf12	0,0504013072	8,2146178154	0,9435559772	0,3497950474	0,7235066512	-5,9392589247
17381457	ENSMUSG00000039063	Echdc3	-0,0890474566	4,6166131231	-0,9435308791	0,3498077558	0,7235066512	-5,9392819709
17439367	ENSMUSG00000023078	Cxcl13	0,1173462906	4,9438959692	0,9434015804	0,3498732306	0,72359644	-5,9394006888
17347888	ENSMUSG00000024145	Pigf	-0,0547521579	7,7892214769	-0,9431600771	0,3499955455	0,7237409893	-5,9396223873
17536922	NA	Gm5166	0,1706232117	4,2400032923	0,9431546756	0,3499982815	0,7237409893	-5,9396273453
17455799	NA	NA	-0,0858058365	4,4602727538	-0,9430872987	0,3500324113	0,7237409893	-5,9396891867
17233357	ENSMUSG00000019878	Hsf2	0,0439602271	8,1550284154	0,9430800285	0,3500360941	0,7237409893	-5,9396958593
17349402	ENSMUSG00000014503	Pkd2l2	0,0839331564	4,9190364462	0,9430362962	0,350058248	0,7237409893	-5,9397359962
17358552	ENSMUSG00000016498	Pdcd1lg2	0,1135975309	4,8227622615	0,9430021886	0,3500755269	0,7237409893	-5,9397672984
17274190	NA	NA	0,0989680844	4,5309034923	0,9429525893	0,3501006548	0,7237473164	-5,9398128161
17238878	ENSMUSG00000096054	Syne1	0,0425402341	10,1204917385	0,9428447159	0,3501553095	0,7237829595	-5,9399118045
17255358	ENSMUSG00000086552	Dlx4os	-0,1055283829	4,1812255846	-0,9427981113	0,3501789237	0,7237829595	-5,9399545672
17249724	NA	NA	-0,2345110449	4,4506872923	-0,9427357695	0,3502105135	0,7237829595	-5,9400117664
17346637	ENSMUSG00000048915	Efna5	-0,0546099134	8,5751625846	-0,9427296148	0,3502136323	0,7237829595	-5,9400174132
17217728	ENSMUSG00000041642	Kif21b	0,0517357145	8,8026228154	0,9426295153	0,3502643587	0,7237829595	-5,9401092474
17468523	NA	NA	-0,2350362659	5,3962332769	-0,942616536	0,3502709365	0,7237829595	-5,9401211543
17200007	NA	NA	-0,1493677204	6,6681622308	-0,9425992843	0,3502796796	0,7237829595	-5,9401369803
17305194	NA	NA	0,0938002532	5,0380724154	0,9425298558	0,350314867	0,7237829595	-5,9402006686
17265552	NA	NA	-0,1479636644	5,6484870769	-0,9425042207	0,3503278599	0,7237829595	-5,940224183
17255650	NA	NA	-0,1134835371	5,3747213385	-0,9424830658	0,3503385823	0,7237829595	-5,9402435875
17486110	ENSMUSG00000002265	Peg3	-0,0350238937	11,3422513846	-0,9423586879	0,3504016275	0,72386761	-5,9403576651
17287642	ENSMUSG00000021486	Prelid1	0,0463113073	10,0310177077	0,9421874529	0,350488436	0,7239095194	-5,9405146957
17505170	ENSMUSG00000041949	Tango6	0,0605420636	6,9389606462	0,9421717652	0,3504963897	0,7239095194	-5,9405290808
17293242	NA	NA	0,1453952377	8,0975664769	0,9421635145	0,3505005728	0,7239095194	-5,9405366462
17538983	ENSMUSG00000071665	Foxr2	-0,1151709484	5,1021978154	-0,9421445181	0,3505102042	0,7239095194	-5,9405540647
17397268	ENSMUSG00000025758	Plk4	-0,0647620836	6,2740734923	-0,9420872523	0,3505392397	0,7239238994	-5,9406065716
17247852	ENSMUSG00000000861	Bcl11a	0,0299599007	10,2186773077	0,9419647353	0,3506013649	0,724006609	-5,9407188971
17216792	ENSMUSG00000026349	Ccnt2	0,0395510335	9,0297902154	0,9418829615	0,3506428343	0,7240466559	-5,9407938608
17400121	NA	NA	-0,0773960193	4,2554821538	-0,9417510838	0,3507097191	0,7240988088	-5,9409147423
17221230	NA	NA	0,1054388809	9,8517469231	0,9416980171	0,3507366355	0,7240988088	-5,9409633797
17548317	NA	NA	0,1003276984	5,1637717538	0,9416756681	0,3507479718	0,7240988088	-5,9409838624
17238882	ENSMUSG00000096054	Syne1	0,0557284446	9,3620488	0,9416479131	0,3507620504	0,7240988088	-5,9410092992
17426915	NA	NA	-0,0724534768	6,9338649385	-0,9416155204	0,350778482	0,7240988088	-5,9410389853
17550510	ENSMUSG00000097318	1700007L15Rik	-0,0871417553	5,7534480615	-0,9414928334	0,3508407211	0,7241033185	-5,9411514122
17377071	ENSMUSG00000027427	Polr3f	-0,0461439879	7,3823657538	-0,9414906339	0,3508418369	0,7241033185	-5,9411534276
17216246	ENSMUSG00000067028	Cntnap5b	-0,0742549423	7,2101490308	-0,9414806508	0,3508469017	0,7241033185	-5,9411625752
17206379	NA	NA	0,2980954903	4,7283576154	0,9413805373	0,3508976952	0,7241625792	-5,9412543048
17428731	ENSMUSG00000043155	Hpdl	-0,1146164277	4,6005815538	-0,9411898592	0,3509944506	0,7243166801	-5,9414289887
17425631	ENSMUSG00000028369	Svep1	0,0858227787	4,9612859077	0,9410815252	0,3510494301	0,7243406201	-5,9415282203
17202481	NA	NA	-0,2038418159	5,5013696308	-0,9410799634	0,3510502228	0,7243406201	-5,9415296509
17341350	ENSMUSG00000062165	Vmn1r232	-0,0732724017	4,1853374923	-0,9409813548	0,3511002716	0,7243983144	-5,9416199645
17264521	ENSMUSG00000020891	Alox8	-0,1022381408	6,2373995385	-0,9408518449	0,3511660114	0,724426827	-5,9417385662
17205679	NA	NA	0,2187727395	5,8854792923	0,940822177	0,3511810721	0,724426827	-5,941765733
17402155	ENSMUSG00000053931	Cnn3	0,0459766138	9,5595676	0,9407998121	0,3511924258	0,724426827	-5,941786212
17202755	NA	NA	-0,1457727949	6,8353246923	-0,9406838616	0,3512512924	0,724426827	-5,9418923772
17230304	ENSMUSG00000055067	Smyd3	-0,0351261429	8,1915692	-0,9406781102	0,3512542125	0,724426827	-5,9418976429
17417654	NA	NA	0,1925519385	5,7548364923	0,9406746002	0,3512559946	0,724426827	-5,9419008565
17220489	ENSMUSG00000039318	Rab3gap2	0,0334945784	9,5135469538	0,9406495596	0,3512687084	0,724426827	-5,941923782
17547719	NA	Ahnak2	0,1442879476	4,8155811538	0,9404435028	0,3513733403	0,7244413488	-5,9421124117
17302675	ENSMUSG00000022131	Gpr180	-0,0493610637	7,8328605077	-0,9404405873	0,3513748209	0,7244413488	-5,9421150803
17210631	NA	NA	-0,2157461361	4,1652899692	-0,9403501712	0,3514207391	0,7244413488	-5,9421978367
17331148	ENSMUSG00000022748	Cmss1	0,0512752083	7,5034750462	0,9403492203	0,351421222	0,7244413488	-5,9421987069
17446020	NA	NA	-0,1179467131	6,1365445538	-0,9403043278	0,3514440224	0,7244413488	-5,9422397934
17203525	NA	NA	0,246080557	5,9401519077	0,9402283996	0,3514825875	0,7244413488	-5,94230928
17546797	ENSMUSG00000068457	Uty	-0,0438395395	8,4127450154	-0,9402212819	0,3514862028	0,7244413488	-5,9423157936
17487527	NA	NA	0,0717838012	4,2537789538	0,9401823456	0,3515059804	0,7244413488	-5,9423514242
17487617	NA	NA	0,0717838012	4,2537789538	0,9401823456	0,3515059804	0,7244413488	-5,9423514242
17486635	ENSMUSG00000030380	Mzf1	-0,0612076081	6,4333427077	-0,940172557	0,3515109526	0,7244413488	-5,9423603816
17336595	ENSMUSG00000034786	Gpsm3	-0,1109489907	5,1034783538	-0,9401572559	0,351518725	0,7244413488	-5,9423743831
17343807	NA	NA	0,0981133997	4,9487903231	0,9400526706	0,3515718536	0,7244895177	-5,9424700797
17548898	NA	NA	0,068554914	4,2584210769	0,9400242774	0,3515862781	0,7244895177	-5,942496058
17372759	ENSMUSG00000059379	Olfr1014	0,1213653783	4,095154	0,9399737175	0,3516119647	0,7244969283	-5,9425423158
17498847	ENSMUSG00000008206	Cers4	0,0457649974	8,9359640923	0,9398081615	0,351696083	0,7245300784	-5,942693768
17255755	NA	NA	-0,0702522806	7,4992747077	-0,9397680748	0,3517164529	0,7245300784	-5,9427304358
17426517	ENSMUSG00000008305	Tle1	-0,0586032603	7,3021653538	-0,9397058357	0,3517480809	0,7245300784	-5,9427873637
17424381	NA	NA	-0,0879605625	7,5929086462	-0,9396811986	0,3517606012	0,7245300784	-5,9428098974
17424428	NA	NA	-0,0879605625	7,5929086462	-0,9396811986	0,3517606012	0,7245300784	-5,9428098974
17434084	NA	NA	-0,0879605625	7,5929086462	-0,9396811986	0,3517606012	0,7245300784	-5,9428098974
17373417	ENSMUSG00000040506	Ambra1	0,0385690813	9,3853927692	0,9395041625	0,3518505778	0,7246331758	-5,9429718021
17241236	NA	NA	0,0945626331	4,3447208	0,9394947594	0,3518553572	0,7246331758	-5,9429804006
17285330	NA	NA	0,1243367544	4,6007427692	0,9394395702	0,3518834098	0,7246331758	-5,9430308663
17291343	ENSMUSG00000006715	Gmnn	0,0957600783	5,0720193231	0,9393968417	0,3519051296	0,7246331758	-5,9430699357
17459895	NA	NA	0,060588678	10,4477570769	0,9392575596	0,3519759358	0,7246331758	-5,9431972785
17216395	NA	NA	0,0869943809	4,5656721692	0,9391908687	0,3520098424	0,7246331758	-5,9432582462
17458043	ENSMUSG00000039419	Cntnap2	-0,03382	10,0456112308	-0,939175375	0,35201772	0,7246331758	-5,9432724097
17309664	ENSMUSG00000064052	Gm5089	0,0676516667	5,8194557846	0,9391640558	0,3520234751	0,7246331758	-5,9432827569
17280934	ENSMUSG00000002688	Prkd1	0,0571011593	7,1615280615	0,93914849	0,3520313895	0,7246331758	-5,9432969859
17407550	ENSMUSG00000028139	Riiad1	-0,079266883	5,6214279385	-0,9391480758	0,3520316001	0,7246331758	-5,9432973646
17201077	NA	NA	-0,2402766635	5,8203772	-0,9391045744	0,3520537189	0,7246332257	-5,9433371288
17265019	ENSMUSG00000094845	Tmem95	-0,0807473257	4,2813524615	-0,9385689002	0,3523261629	0,7251484885	-5,9438266379
17354256	NA	NA	-0,1635902663	5,9192498	-0,9384579484	0,3523826101	0,7252022986	-5,943927994
17388414	NA	Gm13791	-0,0879423	4,7605021692	-0,9384243084	0,3523997258	0,7252022986	-5,9439587224
