	Ensembl ID	MGI Symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
17356041	ENSMUSG00000024866	Acy3	-0,0704262165	6,0628773692	-0,8135886917	0,4196202568	0,8379064164	-5,8234746263
17363644	ENSMUSG00000024878	Cbwd1	0,0421351195	8,0153187385	0,8135720742	0,4196296933	0,8379064164	-5,8234876109
17262736	#N/D	#N/D	-0,0962165978	4,7382384	-0,8135493127	0,4196426191	0,8379064164	-5,823505396
17264382	ENSMUSG00000020904	Cfap52	0,0912374057	4,9730641231	0,813526128	0,4196557855	0,8379064164	-5,8235235111
17434141	#N/D	#N/D	0,069969121	6,3777190462	0,813468086	0,419688748	0,8379212193	-5,8235688595
17200223	#N/D	#N/D	-0,2119045448	4,1115642	-0,8134218322	0,419715017	0,8379226573	-5,8236049955
17236926	#N/D	#N/D	-0,0735725417	6,6697607231	-0,8132890121	0,4197904554	0,8379765288	-5,8237087507
17322359	ENSMUSG00000000552	Zfp385a	0,0572387271	8,0618763692	0,8131907391	0,4198462772	0,8379765288	-5,8237855081
17210181	#N/D	#N/D	0,2073223395	5,4194037385	0,8131820364	0,4198512208	0,8379765288	-5,823792305
17458677	#N/D	#N/D	0,0640664364	4,3794055692	0,8130843929	0,4199066899	0,8379765288	-5,8238685609
17473106	ENSMUSG00000107956	Speer9-ps1	-0,0611524419	4,5512531231	-0,813055723	0,4199229775	0,8379765288	-5,8238909494
17518238	ENSMUSG00000032246	Calml4	0,1078435378	4,6933307538	0,8130144725	0,4199464128	0,8379765288	-5,8239231607
17536028	ENSMUSG00000079522	Gm14744	0,113932947	4,3474211692	0,8130121029	0,4199477591	0,8379765288	-5,823925011
17547911	#N/D	#N/D	0,0459766497	8,6989372	0,8129926459	0,4199588133	0,8379765288	-5,8239402039
17201139	#N/D	#N/D	-0,2107183223	5,9469488154	-0,8129163726	0,4200021488	0,8379765288	-5,8239997577
17532540	#N/D	#N/D	0,0401901775	8,9035779231	0,812870923	0,4200279728	0,8379765288	-5,824035242
17476956	ENSMUSG00000091864	Gm17102	-0,0792212035	5,3039455538	-0,812859533	0,4200344445	0,8379765288	-5,8240441343
17492062	#N/D	#N/D	-0,0986270008	7,6214800308	-0,8128093322	0,4200629695	0,8379765288	-5,8240833252
17299239	#N/D	#N/D	0,0735515121	4,8720966769	0,8127896449	0,4200741565	0,8379765288	-5,8240986942
17205997	#N/D	#N/D	-0,1419826908	6,1435149846	-0,812688624	0,4201315627	0,8380400718	-5,8241775505
17516921	ENSMUSG00000032078	Zpr1	-0,0358863337	8,4640934923	-0,812547114	0,4202119852	0,8381382673	-5,8242879964
17549104	#N/D	#N/D	0,0775359866	4,1782766615	0,8124938932	0,4202422339	0,8381382673	-5,8243295294
17205393	#N/D	#N/D	-0,1164412902	7,9117801077	-0,8124671105	0,4202574566	0,8381382673	-5,8243504293
17343527	ENSMUSG00000067430	Zfp763	-0,0413790816	6,6365275385	-0,8123809454	0,4203064335	0,8381479996	-5,8244176639
17496367	ENSMUSG00000059772	Slx1b	-0,0643633622	6,9934678462	-0,812321455	0,4203402503	0,8381479996	-5,8244640803
17467298	ENSMUSG00000091012	Vmn1r34	-0,1057142615	4,7573865385	-0,81231547	0,4203436525	0,8381479996	-5,8244687498
17417349	ENSMUSG00000028703	Lrrc41	0,0445000513	7,7348546923	0,8121753458	0,4204233117	0,8381479996	-5,8245780653
17377816	ENSMUSG00000027470	Mylk2	-0,0839445341	5,2434772308	-0,8121575294	0,4204334408	0,8381479996	-5,8245919631
17548133	#N/D	#N/D	0,0685931071	7,5992602923	0,8121078954	0,4204616599	0,8381479996	-5,824630679
17550136	#N/D	#N/D	0,1168869795	5,4197927231	0,8120920682	0,4204706585	0,8381479996	-5,8246430241
17202717	#N/D	#N/D	0,1393053151	6,2487192308	0,8120854494	0,4204744218	0,8381479996	-5,8246481867
17335364	ENSMUSG00000053436	Mapk14	-0,0376364901	8,1619218154	-0,8120228269	0,4205100276	0,8381479996	-5,8246970294
17506081	ENSMUSG00000074063	Osgin1	-0,0769331347	5,4625169846	-0,812008994	0,4205178929	0,8381479996	-5,8247078179
17337285	ENSMUSG00000024422	Dhx16	0,0451808839	7,1847519385	0,8118065215	0,4206330283	0,8383265331	-5,8248657094
17413474	ENSMUSG00000028476	Reck	-0,0487399215	7,5126474615	-0,8116470433	0,4207237285	0,8384563483	-5,8249900463
17321823	ENSMUSG00000037185	Krt80	0,080543412	6,1352242462	0,8115001367	0,4208072894	0,8385633864	-5,8251045607
17313248	ENSMUSG00000047938	4930483J18Rik	-0,0585422717	4,3196071692	-0,8114627175	0,4208285751	0,8385633864	-5,8251337259
17396339	#N/D	#N/D	0,0945046463	6,1432308308	0,8113325712	0,4209026132	0,8385981155	-5,8252351541
17389724	ENSMUSG00000040093	Bmf	0,0801350903	5,5407237231	0,8112770468	0,4209342026	0,8385981155	-5,8252784217
17548156	#N/D	#N/D	-0,0669780476	7,2724313385	-0,8112121949	0,4209711004	0,8385981155	-5,8253289541
17348457	#N/D	#N/D	-0,241535427	7,8338731538	-0,8111440297	0,4210098854	0,8385981155	-5,825382064
17373086	ENSMUSG00000027282	Mtch2	0,0343760374	10,7146930769	0,8111215704	0,421022665	0,8385981155	-5,8253995618
17201141	#N/D	#N/D	0,2471153074	4,5171950308	0,8111044052	0,4210324322	0,8385981155	-5,8254129348
17202327	#N/D	#N/D	0,1686325726	6,4171146769	0,8111008528	0,4210344536	0,8385981155	-5,8254157023
17425615	ENSMUSG00000028367	Txn1	0,0648384521	7,8485152923	0,8110377252	0,4210703755	0,8385981155	-5,8254648809
17404993	#N/D	Gm10731	-0,1560884287	4,6738390769	-0,8110276166	0,4210761279	0,8385981155	-5,8254727554
17419369	ENSMUSG00000070720	Tmem200b	0,0698167547	6,9984078462	0,8108902884	0,4211542797	0,8386565516	-5,8255797244
17524087	ENSMUSG00000031931	Ankrd49	-0,0591197195	8,0712155538	-0,8108045336	0,4212030862	0,8386565516	-5,8256465125
17506332	ENSMUSG00000025316	Banp	0,053247515	7,7232758	0,8107507042	0,4212337243	0,8386565516	-5,8256884327
17209637	#N/D	#N/D	-0,2356373793	4,4075337846	-0,8107364077	0,4212418617	0,8386565516	-5,8256995658
17302279	ENSMUSG00000022026	Olfm4	-0,0918147684	4,7403120308	-0,8106838984	0,4212717502	0,8386565516	-5,8257404546
17489052	ENSMUSG00000006651	Aplp1	0,0377104294	11,9389006154	0,8106625306	0,4212839132	0,8386565516	-5,8257570929
17394087	ENSMUSG00000018322	Tomm34	0,0393131389	9,1111948462	0,8106615564	0,4212844677	0,8386565516	-5,8257578515
17538798	#N/D	#N/D	-0,0430151179	12,7541803077	-0,8104989861	0,4213770131	0,8387203853	-5,8258844247
17202295	#N/D	#N/D	0,106440524	7,4051587385	0,810470837	0,4213930386	0,8387203853	-5,8259063385
17466670	ENSMUSG00000029821	Gsdme	-0,0743509623	6,6221136462	-0,8104072446	0,4214292437	0,8387203853	-5,8259558416
17361362	ENSMUSG00000006457	Actn3	-0,0731543892	5,7500912615	-0,8103336582	0,4214711409	0,8387203853	-5,8260131197
17475592	ENSMUSG00000055200	Sertad3	0,0912372559	4,9376409077	0,8103198973	0,4214789761	0,8387203853	-5,8260238303
17518545	ENSMUSG00000041837	Pdcd7	0,047519169	7,8064791846	0,8102575698	0,4215144653	0,8387203853	-5,82607234
17377709	ENSMUSG00000032680	6820408C15Rik	-0,0764588262	5,4653476923	-0,8102131194	0,4215397765	0,8387203853	-5,8261069337
17453487	ENSMUSG00000040576	Tmem270	0,0851646692	4,4230224154	0,8101747299	0,4215616371	0,8387203853	-5,8261368089
17547602	#N/D	#N/D	0,0630141984	5,9343100923	0,8101629009	0,4215683732	0,8387203853	-5,8261460142
17209859	#N/D	#N/D	-0,1727784531	5,8262737077	-0,8101560679	0,4215722643	0,8387203853	-5,8261513315
17337574	ENSMUSG00000029184	Olfr109	0,0845735532	4,2594991846	0,8100696573	0,4216214735	0,8387535196	-5,8262185709
17408765	ENSMUSG00000002227	Mov10	-0,057112127	6,4343831077	-0,8099898478	0,4216669265	0,8387535196	-5,8262806675
17205207	#N/D	#N/D	0,1955796294	5,3560075077	0,8099254352	0,4217036129	0,8387535196	-5,8263307801
17209397	#N/D	#N/D	0,1955796294	5,3560075077	0,8099254352	0,4217036129	0,8387535196	-5,8263307801
17371520	#N/D	#N/D	0,0712211384	6,6091971231	0,8098946473	0,4217211489	0,8387535196	-5,8263547315
17434295	#N/D	#N/D	0,0592507291	10,0268676308	0,8098194727	0,4217639683	0,8387535196	-5,8264132098
17497514	ENSMUSG00000073795	6430531B16Rik	0,0868846796	4,5947091231	0,8098125047	0,4217679375	0,8387535196	-5,8264186299
17288269	ENSMUSG00000074826	Gm10767	0,0759834947	6,3965930923	0,8096487619	0,4218612149	0,8388354501	-5,8265459859
17336941	#N/D	#N/D	0,1892393721	6,6524240462	0,8096451681	0,4218632623	0,8388354501	-5,8265487809
17491115	ENSMUSG00000030838	Ush1c	-0,0870666101	4,5485069231	-0,8096054919	0,4218858661	0,8388354501	-5,8265796363
17286311	#N/D	#N/D	-0,0609802098	4,3673600923	-0,8093667839	0,4220218752	0,8389894053	-5,8267652443
17310201	ENSMUSG00000039704	Lmbrd2	0,0339372754	10,4555884769	0,8092766524	0,4220732364	0,8389894053	-5,8268353124
17200595	#N/D	#N/D	-0,1382566911	6,4392129077	-0,8092066927	0,4221131055	0,8389894053	-5,8268896937
17208785	#N/D	#N/D	-0,1820704527	6,0271387538	-0,8091820779	0,4221271336	0,8389894053	-5,8269088263
17506800	ENSMUSG00000031982	Arv1	-0,0685622557	7,5386354615	-0,8091246587	0,4221598584	0,8389894053	-5,8269534549
17213578	#N/D	#N/D	0,0753789341	7,332356	0,809099372	0,4221742704	0,8389894053	-5,8269731077
17210711	#N/D	#N/D	-0,2157186067	6,5767557692	-0,8090760382	0,4221875696	0,8389894053	-5,8269912423
17400638	ENSMUSG00000028102	Pex11b	-0,0504887091	7,9068261846	-0,8089698108	0,4222481178	0,8389894053	-5,8270737936
17465170	ENSMUSG00000029700	Slc13a1	0,0902079169	4,4466975077	0,8089692671	0,4222484278	0,8389894053	-5,8270742161
17232426	ENSMUSG00000019883	Echdc1	0,0471395643	8,0869592615	0,8089420028	0,4222639689	0,8389894053	-5,827095402
17248539	ENSMUSG00000007653	Gabrb2	0,0343162001	9,9995516923	0,8089377342	0,4222664021	0,8389894053	-5,8270987189
17287733	ENSMUSG00000021500	Ddx46	-0,0357124506	9,6026142462	-0,8088986222	0,4222886973	0,8389894053	-5,8271291097
17457709	#N/D	#N/D	-0,0842065797	5,6228201846	-0,8088734267	0,42230306	0,8389894053	-5,8271486864
17548326	#N/D	#N/D	-0,097588596	4,7284677077	-0,8088411942	0,4223214347	0,8389894053	-5,82717373
17207299	#N/D	#N/D	0,1073722556	7,0306013846	0,8086156925	0,4224499985	0,8391618891	-5,8273489095
17438177	#N/D	#N/D	0,0846721129	5,5567745538	0,8085687273	0,4224767774	0,8391618891	-5,8273853881
17514352	#N/D	#N/D	-0,291939636	6,0166802154	-0,8085542764	0,4224850173	0,8391618891	-5,8273966119
17395684	ENSMUSG00000045493	Bhlhe23	-0,088667776	4,3381931385	-0,8084310221	0,422555301	0,8392506635	-5,8274923341
17515886	ENSMUSG00000032042	Srpr	0,0335604666	9,5300745385	0,8083475943	0,4226028783	0,8392544558	-5,827557118
17322467	ENSMUSG00000054939	Zfp174	0,0599736036	7,3184770308	0,8083379313	0,4226083891	0,8392544558	-5,8275646211
17391270	ENSMUSG00000079056	Kcnip3	0,068687502	9,7943764154	0,8082421468	0,4226630176	0,8393121209	-5,8276389914
17550524	ENSMUSG00000085912	Trp53cor1	0,0918031574	5,2184967385	0,8081713752	0,4227033833	0,839341458	-5,8276939353
17207201	#N/D	#N/D	0,2237580515	4,1026290923	0,8079217063	0,4228458044	0,8393741389	-5,8278877297
17509962	#N/D	#N/D	0,1116921521	5,6549650308	0,8079065914	0,4228544275	0,8393741389	-5,8278994601
17350576	ENSMUSG00000046886	Zfp474	0,0910558471	4,1475897846	0,8078894685	0,4228641962	0,8393741389	-5,8279127486
17293806	#N/D	#N/D	-0,0633025702	5,0426477231	-0,8077361973	0,4229516449	0,8393741389	-5,8280316851
17474657	ENSMUSG00000060621	Nkpd1	-0,1193023019	4,3376319692	-0,8077040824	0,4229699694	0,8393741389	-5,8280566031
17207673	#N/D	#N/D	0,2104195138	5,0157813077	0,8076732879	0,4229875409	0,8393741389	-5,8280804956
17452430	ENSMUSG00000029469	Ift81	0,0321116594	8,6544796769	0,807650824	0,4230003593	0,8393741389	-5,8280979242
17360181	ENSMUSG00000025060	Slk	-0,0344729195	9,0894565538	-0,8076150698	0,4230207617	0,8393741389	-5,828125663
17201289	#N/D	#N/D	0,1331188641	4,7821054769	0,8075940029	0,4230327835	0,8393741389	-5,8281420065
17494541	ENSMUSG00000036989	Trim3	-0,0490248566	9,7868900615	-0,8075647959	0,4230494506	0,8393741389	-5,8281646644
17479301	ENSMUSG00000065609	Mir7-2	-0,1193962526	4,7720910769	-0,8075487576	0,4230586032	0,8393741389	-5,8281771061
17205171	#N/D	#N/D	0,2226411024	4,9866381692	0,8075163588	0,4230770924	0,8393741389	-5,8282022386
17209361	#N/D	#N/D	0,2226411024	4,9866381692	0,8075163588	0,4230770924	0,8393741389	-5,8282022386
17289568	ENSMUSG00000021712	Trim23	-0,0285797919	9,1467654462	-0,8075145161	0,423078144	0,8393741389	-5,828203668
17207347	#N/D	#N/D	0,195184762	5,3580024154	0,8073590524	0,4231668707	0,8394463004	-5,8283242511
17550687	#N/D	#N/D	-0,1002253351	4,3332594923	-0,8073508727	0,4231715394	0,8394463004	-5,828330595
17293911	ENSMUSG00000074824	Rslcan18	0,0533458749	5,3899428462	0,8072691156	0,4232182049	0,8394463004	-5,828393999
17296104	ENSMUSG00000068184	Ndufaf2	0,0637047795	6,5349998769	0,8072474782	0,4232305556	0,8394463004	-5,8284107781
17232055	ENSMUSG00000019970	Sgk1	-0,0695211283	8,4285606154	-0,8072250873	0,4232433367	0,8394463004	-5,828428141
17336896	ENSMUSG00000007041	Clic1	-0,0631287004	6,1401538308	-0,8071158635	0,4233056867	0,8394463004	-5,8285128317
17363495	#N/D	#N/D	0,1047873001	4,6920582923	0,80711141	0,4233082291	0,8394463004	-5,8285162846
17544265	ENSMUSG00000065510	Mir361	0,1506408133	5,1282372923	0,8070225287	0,423358971	0,8394463004	-5,8285851934
17476280	ENSMUSG00000066647	Gm5113	-0,0462540794	7,5240247077	-0,8069939401	0,4233752928	0,8394463004	-5,8286073562
17489813	ENSMUSG00000030417	Pdcd5	0,0964736835	5,0060944154	0,8069902033	0,4233774262	0,8394463004	-5,828610253
17390448	ENSMUSG00000043909	Trp53bp1	-0,031097397	8,8446998615	-0,8069575597	0,4233960637	0,8394463004	-5,8286355585
17316428	#N/D	BC048602	0,0954728585	5,0093705385	0,8067953375	0,4234886898	0,8395791911	-5,8287612986
17488221	ENSMUSG00000089832	Shkbp1	0,0611701457	6,8175920154	0,806695528	0,4235456854	0,8395967336	-5,8288386499
17523095	ENSMUSG00000042787	Exog	0,0527352018	7,4333174	0,8066845498	0,4235519547	0,8395967336	-5,8288471573
17234403	ENSMUSG00000006344	Ggt5	0,0746553773	5,1640509077	0,8066453556	0,4235743377	0,8395967336	-5,8288775294
17396172	ENSMUSG00000098008	A930001A20Rik	0,0744802768	4,8806162154	0,8065636896	0,4236209779	0,8396384367	-5,8289408088
17201373	#N/D	#N/D	-0,2257477328	4,0445344615	-0,8063593353	0,4237377	0,8397205629	-5,8290991268
17467782	ENSMUSG00000056698	Elmod3	0,0578963641	7,9429019846	0,8063318472	0,423753402	0,8397205629	-5,8291204194
17509809	ENSMUSG00000110444	Gm10033	0,0680259469	6,6633338769	0,8063024695	0,4237701838	0,8397205629	-5,829143175
17289289	ENSMUSG00000021671	Poc5	-0,0500854584	8,3894920154	-0,8063017049	0,4237706206	0,8397205629	-5,8291437673
17265721	ENSMUSG00000086943	4732414G09Rik	-0,079963701	4,6385818154	-0,8062616821	0,4237934839	0,8397205629	-5,8291747671
17281291	ENSMUSG00000112343	Sfta3-ps	0,0950133907	4,9579095385	0,8062222084	0,4238160343	0,8397205629	-5,8292053402
17284321	#N/D	Igh-VJ558	0,1083002458	4,4738168769	0,8061672478	0,4238474333	0,8397320449	-5,8292479057
17204193	#N/D	#N/D	-0,1702730354	6,3284764	-0,805985972	0,4239510059	0,8398073388	-5,8293882789
17538797	#N/D	#N/D	0,1073434164	9,3510089385	0,8059824038	0,4239530447	0,8398073388	-5,8293910417
17303496	ENSMUSG00000021743	Fezf2	0,0575565154	8,9918879538	0,8059662835	0,4239622559	0,8398073388	-5,8294035231
17508688	ENSMUSG00000094500	Smim18	-0,0639945215	6,1429102154	-0,805914246	0,423991991	0,839815517	-5,8294438124
17424904	#N/D	#N/D	0,1213818112	5,1772896308	0,8057997688	0,4240574097	0,8398211267	-5,8295324357
17384449	#N/D	#N/D	0,1235050264	7,2687492154	0,8057828596	0,424067073	0,8398211267	-5,829545525
17205999	#N/D	#N/D	0,1159880462	6,3302393385	0,8057323349	0,424095948	0,8398211267	-5,8295846344
17255476	ENSMUSG00000086015	4833417C18Rik	-0,090411451	5,8731842923	-0,8057300571	0,4240972498	0,8398211267	-5,8295863976
17201053	#N/D	#N/D	0,1316871922	6,1092873385	0,8055178596	0,4242185341	0,8399855287	-5,8297506255
17335874	#N/D	#N/D	-0,0739408316	4,8333339385	-0,8054951879	0,4242314936	0,8399855287	-5,8297681695
17466741	#N/D	#N/D	0,0748010509	4,7014959538	0,8054115884	0,4242792827	0,8399899119	-5,8298328571
17342625	ENSMUSG00000024187	Fam234a	0,0811995905	6,3316639692	0,8054017081	0,4242849309	0,8399899119	-5,8298405018
17415396	#N/D	Gm12610	-0,0619730423	5,1489369385	-0,8053437356	0,4243180726	0,8400048185	-5,8298853554
17203213	#N/D	#N/D	-0,2035881978	5,2173436462	-0,8051590807	0,4244236466	0,8401565128	-5,8300282027
17389920	ENSMUSG00000072980	Oip5	-0,0949030676	5,0375258154	-0,8050832777	0,4244669904	0,8401565128	-5,8300868339
17326405	ENSMUSG00000035107	Dcbld2	0,0386513471	8,2990642615	0,8050753043	0,4244715498	0,8401565128	-5,8300930008
17286115	ENSMUSG00000057170	Prl3d1	-0,1121164048	4,3955671077	-0,8049943494	0,4245178427	0,8401974346	-5,8301556103
17326235	#N/D	#N/D	-0,0775571162	6,4888826154	-0,8049100647	0,4245660431	0,8402421261	-5,8302207886
17255348	#N/D	Gm11513	0,1029927213	4,4596933231	0,8048382163	0,4246071339	0,8402567158	-5,8302763444
17342009	#N/D	#N/D	0,1033063247	7,6545915077	0,8048075817	0,4246246549	0,8402567158	-5,8303000308
17204609	#N/D	#N/D	0,1552389025	4,9690381692	0,8046288481	0,4247268875	0,8404065961	-5,8304382082
17403439	ENSMUSG00000028194	Ddah1	0,0406974527	9,8804097538	0,8045178899	0,4247903612	0,8404065961	-5,830523974
17202093	#N/D	#N/D	0,1630990536	5,8670835846	0,8044700019	0,4248177574	0,8404065961	-5,8305609858
17487993	ENSMUSG00000061702	Tmem91	-0,0683272547	7,4953097077	-0,8044227091	0,424844814	0,8404065961	-5,8305975355
17254970	ENSMUSG00000034031	Ccdc182	0,0824068662	4,2586743846	0,8043964724	0,4248598248	0,8404065961	-5,8306178113
17346666	ENSMUSG00000090565	4930405O22Rik	0,0616054233	7,0851557231	0,8043870841	0,4248651961	0,8404065961	-5,8306250664
17341998	#N/D	#N/D	0,0987017082	7,5781204154	0,8043616141	0,4248797686	0,8404065961	-5,8306447489
17344221	ENSMUSG00000024387	Csnk2b	-0,0323293822	10,2346643077	-0,8042650409	0,424935025	0,8404652041	-5,8307193722
17341361	ENSMUSG00000097781	9330136K24Rik	0,0981901092	4,4653652	0,8042130466	0,4249647764	0,8404733626	-5,8307595452
17376153	ENSMUSG00000085498	Gm14023	0,0818357399	4,0656748769	0,8041364777	0,4250085918	0,8405093334	-5,8308187011
17266489	ENSMUSG00000037278	Tmem97	0,0552818931	7,3604065692	0,8040838766	0,4250386936	0,8405147223	-5,8308593366
17547787	#N/D	#N/D	-0,0321335636	11,2338349231	-0,8040258194	0,4250719192	0,8405147223	-5,8309041841
17545917	ENSMUSG00000083695	Rnf138rt1	0,0785248177	4,9483420615	0,8039973717	0,4250882001	0,8405147223	-5,830926158
17273562	#N/D	#N/D	-0,0870592517	9,2495441538	-0,8039156729	0,4251349593	0,8405152978	-5,8309892604
17535362	ENSMUSG00000073131	Vma21	-0,0843172308	5,9366424	-0,8039073084	0,4251397468	0,8405152978	-5,8309957206
17510906	ENSMUSG00000031708	Tecr	0,0561279807	11,1707107692	0,8037357669	0,4252379369	0,8406587472	-5,8311281939
17363374	ENSMUSG00000024725	Ostf1	-0,0622533865	7,3561948	-0,8036462976	0,4252891544	0,8406714315	-5,8311972759
17204061	#N/D	#N/D	-0,096574229	7,1378281692	-0,8035912475	0,4253206702	0,8406714315	-5,831239778
17246337	ENSMUSG00000047090	Tmem198b	-0,0647244541	6,5750080462	-0,8034499366	0,4254015761	0,8406714315	-5,831348866
17204301	#N/D	#N/D	-0,1166844427	7,5646903385	-0,8034040411	0,425427855	0,8406714315	-5,8313842919
17209141	#N/D	#N/D	0,1371038225	8,1889956615	0,8032541982	0,4255136591	0,8406714315	-5,8314999394
17289699	ENSMUSG00000021694	Ercc8	-0,0532775838	6,9934142923	-0,8032187326	0,4255339692	0,8406714315	-5,8315273084
17400198	ENSMUSG00000038861	Pi4kb	-0,0418083984	7,7218369231	-0,8031858307	0,4255528116	0,8406714315	-5,8315526979
17307738	ENSMUSG00000007989	Fzd3	0,0444595398	9,8421624	0,8031738518	0,4255596719	0,8406714315	-5,8315619414
17288876	ENSMUSG00000074794	Arrdc3	-0,0441090666	8,9572605846	-0,8031711834	0,4255612001	0,8406714315	-5,8315640005
17372156	#N/D	Gm13657	-0,0790781993	4,3014702923	-0,8030686392	0,4256199296	0,8406714315	-5,8316431232
17249898	ENSMUSG00000020520	Galnt10	-0,0679686913	6,0136227385	-0,8030470458	0,4256322973	0,8406714315	-5,8316597833
17206547	#N/D	#N/D	0,1629897781	5,9341842	0,8030221866	0,4256465357	0,8406714315	-5,8316789626
17323465	ENSMUSG00000022765	Snap29	0,0511607074	8,0142597692	0,8030103831	0,4256532964	0,8406714315	-5,8316880689
17238738	ENSMUSG00000075327	Zbtb2	-0,0588570136	6,2361747077	-0,8029925575	0,4256635065	0,8406714315	-5,8317018211
17210533	#N/D	#N/D	-0,1836914988	6,3345906769	-0,8029883247	0,425665931	0,8406714315	-5,8317050866
17463530	ENSMUSG00000046080	Clec9a	-0,0524562475	5,0654694462	-0,8029694822	0,4256767238	0,8406714315	-5,8317196229
17390410	ENSMUSG00000079103	Tgm7	-0,1154113825	4,8287641538	-0,8029384421	0,4256945035	0,8406714315	-5,8317435685
17364176	ENSMUSG00000024803	Ankrd1	-0,0900837906	4,5262884462	-0,8028409116	0,425750372	0,8406714315	-5,8318188016
17205909	#N/D	#N/D	-0,1301055906	6,5881716462	-0,8027336912	0,4258117962	0,8406714315	-5,831901499
17473554	ENSMUSG00000034660	Galp	0,0971632233	4,6339366769	0,8027316207	0,4258129823	0,8406714315	-5,8319030959
17240330	ENSMUSG00000019838	Slc16a10	0,069275917	6,3914665846	0,8027279157	0,425815105	0,8406714315	-5,8319059533
17365511	ENSMUSG00000025064	Col17a1	-0,0631354093	4,7365821231	-0,8027265731	0,4258158742	0,8406714315	-5,8319069887
17281148	ENSMUSG00000035021	Baz1a	-0,0728700693	6,1508818308	-0,8026951057	0,4258339023	0,8406714315	-5,8319312568
17380850	ENSMUSG00000023393	Slc17a9	0,0756269701	5,3328122308	0,8025264637	0,4259305273	0,8407036594	-5,8320612999
17243486	ENSMUSG00000063320	1190007I07Rik	0,1506304223	4,4533448615	0,8024918951	0,4259503353	0,8407036594	-5,8320879532
17219449	#N/D	#N/D	0,2729675442	5,5200508462	0,8024917112	0,4259504407	0,8407036594	-5,8320880949
17455962	ENSMUSG00000042460	C1galt1	0,0451056403	8,3948717692	0,8024876616	0,4259527612	0,8407036594	-5,8320912172
17269206	#N/D	#N/D	-0,0646674655	6,4406468769	-0,8022606191	0,4260828722	0,8408748564	-5,8322662437
17344124	#N/D	#N/D	0,0402886676	12,2904063077	0,8021434154	0,4261500473	0,8408748564	-5,8323565769
17298292	ENSMUSG00000021918	Nek4	-0,0341251872	8,2506278923	-0,8021422669	0,4261507056	0,8408748564	-5,8323574621
17362451	#N/D	#N/D	-0,1601467265	5,7112434923	-0,8021088924	0,4261698354	0,8408748564	-5,8323831826
17462472	ENSMUSG00000030109	Slc6a12	0,0641232792	5,4273548154	0,8021014728	0,4261740882	0,8408748564	-5,8323889005
17279153	#N/D	#N/D	0,0742954455	10,0067081846	0,8020372897	0,4262108786	0,8408748564	-5,8324383608
17212947	ENSMUSG00000038305	Spats2l	-0,0445752868	7,6625569692	-0,8020231715	0,4262189716	0,8408748564	-5,83244924
17472161	ENSMUSG00000030216	Wbp11	0,0402411751	8,3876651538	0,8017808768	0,4263578762	0,8409727805	-5,8326359174
17341020	#N/D	#N/D	-0,0902999413	4,5765780308	-0,8017585433	0,4263706811	0,8409727805	-5,8326531216
17501272	ENSMUSG00000038193	Hand2	-0,0826198116	4,4370796462	-0,8017425932	0,4263798261	0,8409727805	-5,8326654081
17463020	ENSMUSG00000030330	Ing4	0,0491390049	8,0355322308	0,8017269129	0,4263888167	0,8409727805	-5,8326774867
17402708	#N/D	#N/D	-0,0722978856	5,7015077846	-0,8017129619	0,4263968158	0,8409727805	-5,8326882329
17378438	ENSMUSG00000076312	Mir499	0,1100035708	4,2179814769	0,8016443971	0,4264361303	0,8409997453	-5,8327410448
17208221	#N/D	#N/D	0,1588727025	6,6478654	0,801590377	0,4264671064	0,8410102633	-5,8327826505
17337381	#N/D	#N/D	-0,1477522222	5,2727318769	-0,8014604084	0,4265416385	0,841026992	-5,8328827397
17307433	ENSMUSG00000060548	Tnfrsf19	-0,0404659373	8,8193205692	-0,8013899366	0,4265820546	0,841026992	-5,8329370037
17209783	#N/D	#N/D	0,1458641106	6,1784362462	0,8013803777	0,4265875369	0,841026992	-5,8329443638
17226263	ENSMUSG00000036975	Tmem177	0,0620044491	7,0541659846	0,8013665356	0,4265954758	0,841026992	-5,8329550216
17391257	#N/D	#N/D	0,0706888303	6,6231801385	0,8013520106	0,4266038064	0,841026992	-5,8329662051
17526206	ENSMUSG00000032120	C2cd2l	-0,04268654	9,4237773231	-0,801128417	0,4267320584	0,8410493336	-5,8331383356
17341803	ENSMUSG00000035435	Abca17	-0,0981283488	5,2081885692	-0,8010523046	0,4267757212	0,8410493336	-5,833196919
17292753	ENSMUSG00000069227	Gprin1	0,0530309579	7,9349422308	0,8010334602	0,426786532	0,8410493336	-5,8332114227
17208635	#N/D	#N/D	0,0986512882	8,5066482308	0,8009559592	0,4268309949	0,8410493336	-5,8332710679
17543664	ENSMUSG00000051159	Cited1	0,0670446986	5,7867016923	0,8009072997	0,4268589126	0,8410493336	-5,8333085137
17346272	ENSMUSG00000044526	Znrf4	-0,0987066192	4,3514480154	-0,8008764291	0,4268766248	0,8410493336	-5,833332269
17340831	ENSMUSG00000023829	Slc22a1	-0,0847808527	4,3323147077	-0,8007851246	0,4269290138	0,8410493336	-5,8334025235
17458110	ENSMUSG00000064945	Rny3	-0,0740335327	9,0225626769	-0,8007771902	0,4269335666	0,8410493336	-5,8334086283
17424421	#N/D	#N/D	0,0696055664	6,3083602615	0,8007762844	0,4269340864	0,8410493336	-5,8334093252
17434190	#N/D	#N/D	0,0696055664	6,3083602615	0,8007762844	0,4269340864	0,8410493336	-5,8334093252
